,u,v,key,osmid,bridge,oneway,length,geometry,service
0,2274872331,2274872200,0,218215447,yes,False,68.867,"LINESTRING (103.9125485 1.3940301, 103.9130235 1.3936325)",
1,2274872331,2274873645,0,218215447,yes,False,205.596,"LINESTRING (103.9125485 1.3940301, 103.9111185 1.3952027)",
2,6587709456,411102765,0,218215445,yes,False,46.091,"LINESTRING (103.9022357 1.4052749, 103.9024307 1.4056407)",
3,6587709456,2274884038,0,218215445,yes,False,35.456,"LINESTRING (103.9022357 1.4052749, 103.9020857 1.4049935)",
4,6587709457,2274884006,0,218215444,yes,False,38.61,"LINESTRING (103.9024702 1.4051499, 103.902302 1.4048461)",
5,6587709457,2274884357,0,218215444,yes,False,50.425,"LINESTRING (103.9024702 1.4051499, 103.9026898 1.4055467)",
6,2274883603,2274884044,0,173144836,yes,False,94.312,"LINESTRING (103.8968498 1.4041883, 103.8970791 1.4050049)",
7,2274883603,2274883463,0,173144836,yes,False,22.839,"LINESTRING (103.8968498 1.4041883, 103.8968137 1.4039861)",
8,2274878487,2274877959,0,218215447,yes,False,51.666,"LINESTRING (103.9060328 1.3994036, 103.9064012 1.3991203)",
9,2274878487,2274879233,0,218215447,yes,False,75.659,"LINESTRING (103.9060328 1.3994036, 103.9054789 1.399799)",
10,2274881571,411102702,0,173144841,yes,False,20.634,"LINESTRING (103.9002126 1.4018125, 103.9001179 1.4019721)",yard
11,2274881571,411102699,0,173144841,yes,False,25.354,"LINESTRING (103.9002126 1.4018125, 103.9002592 1.4015893)",yard
12,2274879526,2274880211,0,218215447,yes,False,94.684,"LINESTRING (103.9158693 1.3999709, 103.9151945 1.4004905)",
13,2274879526,2274878605,0,218215447,yes,False,93.448,"LINESTRING (103.9158693 1.3999709, 103.9165527 1.3994815)",
14,411685947,2274881749,0,218215448,yes,False,25.342,"LINESTRING (103.9013221 1.401825, 103.9011377 1.401959)",
15,411685947,411686025,0,218215448,yes,False,68.019,"LINESTRING (103.9013221 1.401825, 103.9018654 1.4015436)",
16,411685948,2274881959,0,218215448,yes,False,18.463,"LINESTRING (103.9010024 1.4021169, 103.9009367 1.4022694)",
17,411685948,2274881749,0,218215448,yes,False,23.119,"LINESTRING (103.9010024 1.4021169, 103.9011377 1.401959)",
18,411685949,2274882207,0,218215448,yes,False,16.952,"LINESTRING (103.9009003 1.4024403, 103.9009071 1.4025926)",
19,411685949,2274881959,0,218215448,yes,False,19.429,"LINESTRING (103.9009003 1.4024403, 103.9009367 1.4022694)",
20,2274882628,2274882753,0,218215438,yes,False,26.11,"LINESTRING (103.8979304 1.4030343, 103.8977422 1.4031748)",
21,2274882628,2274882519,0,218215440,yes,False,50.535,"LINESTRING (103.8979304 1.4030343, 103.8983604 1.4028868)",
22,2274882628,2274882650,0,218215441,yes,False,28.355,"LINESTRING (103.8979304 1.4030343, 103.8976765 1.4030588)",
23,2274884681,411102764,0,173144832,yes,False,125.449,"LINESTRING (103.9029617 1.4063676, 103.903494 1.4073624)",
24,2274884681,2274884600,0,218215445,yes,False,44.54,"LINESTRING (103.9029617 1.4063676, 103.9027672 1.4060174)",
25,2274884681,2274884738,0,218215448,yes,False,25.305,"LINESTRING (103.9029617 1.4063676, 103.9030218 1.4065871)",
26,2274875469,2274875623,0,218215447,yes,False,27.155,"LINESTRING (103.9181794 1.397655, 103.9181895 1.397899)",
27,2274875469,2274875340,0,218215447,yes,False,27.959,"LINESTRING (103.9181794 1.397655, 103.9181057 1.3974146)",
28,2274876505,2274876620,0,218215447,yes,False,21.559,"LINESTRING (103.9179891 1.3984272, 103.9178542 1.3985665)",
29,2274876505,2274876348,0,218215447,yes,False,19.042,"LINESTRING (103.9179891 1.3984272, 103.9180847 1.3982851)",
30,2274882650,2274882756,0,173144836,yes,False,39.512,"LINESTRING (103.8976765 1.4030588, 103.8973419 1.4031787)",
31,2274882650,411102710,0,173144836,yes,False,102.557,"LINESTRING (103.8976765 1.4030588, 103.8985451 1.4027479)",
32,2274882650,2274882628,0,218215441,yes,False,28.355,"LINESTRING (103.8976765 1.4030588, 103.8979304 1.4030343)",
33,5435063398,2274884949,0,173144832,yes,False,44.625,"LINESTRING (103.9019784 1.4156687, 103.9017269 1.4153559)",
34,5435063398,1712357001,0,173144832,yes,False,10.317,"LINESTRING (103.9019784 1.4156687, 103.9020426 1.4157357)",
35,2274881651,2274881393,0,218215447,yes,False,66.54,"LINESTRING (103.9013526 1.4018583, 103.9018846 1.401584)",
36,2274881651,2274881770,0,218215447,yes,False,23.113,"LINESTRING (103.9013526 1.4018583, 103.9011864 1.4019832)",
37,2274875509,2274875267,0,218215447,yes,False,77.302,"LINESTRING (103.9080459 1.3977237, 103.9085976 1.3973005)",
38,2274875509,2274876853,0,218215447,yes,False,172.031,"LINESTRING (103.9080459 1.3977237, 103.9068521 1.3987082)",
39,2274884731,2274884770,0,173144836,yes,False,42.635,"LINESTRING (103.8975939 1.4065386, 103.8977315 1.4068965)",
40,2274884731,2274884602,0,173144836,yes,False,61.726,"LINESTRING (103.8975939 1.4065386, 103.8973899 1.4060223)",
41,411686017,2274871868,0,218215448,yes,False,26.515,"LINESTRING (103.9137856 1.3929457, 103.9135928 1.3930861)",
42,411686017,411686469,0,218215448,yes,False,28.511,"LINESTRING (103.9137856 1.3929457, 103.9140083 1.3928185)",
43,2274884738,2274884753,0,218215448,yes,False,10.847,"LINESTRING (103.9030218 1.4065871, 103.9030592 1.4066772)",
44,2274884738,2274884681,0,218215448,yes,False,25.305,"LINESTRING (103.9030218 1.4065871, 103.9029617 1.4063676)",
45,411686018,2274874260,0,218215448,yes,False,142.343,"LINESTRING (103.9110583 1.3951262, 103.9100725 1.3959432)",
46,411686018,1839721776,0,218215448,yes,False,205.972,"LINESTRING (103.9110583 1.3951262, 103.9124907 1.3939512)",
47,411686020,2274876754,0,218215448,yes,False,173.511,"LINESTRING (103.9080237 1.3976891, 103.9068101 1.3986704)",
48,411686020,1839721834,0,218215448,yes,False,106.686,"LINESTRING (103.9080237 1.3976891, 103.9087405 1.3970511)",
49,411686022,411686023,0,218215448,yes,False,39.956,"LINESTRING (103.9052588 1.3998348, 103.9049539 1.4000251)",
50,411686022,1839721781,0,218215448,yes,False,98.665,"LINESTRING (103.9052588 1.3998348, 103.9059813 1.3993194)",
51,2274874503,2274874671,0,218215443,yes,False,53.644,"LINESTRING (103.9099102 1.3961393, 103.9095244 1.3964291)",
52,2274874503,2274874260,0,218215443,yes,False,28.301,"LINESTRING (103.9099102 1.3961393, 103.9100725 1.3959432)",
53,411686024,411686025,0,218215448,yes,False,42.398,"LINESTRING (103.9022066 1.4013732, 103.9018654 1.4015436)",
54,411686024,2274880216,0,218215448,yes,False,220.293,"LINESTRING (103.9022066 1.4013732, 103.903986 1.4005011)",
55,411686025,411685947,0,218215448,yes,False,68.019,"LINESTRING (103.9018654 1.4015436, 103.9013221 1.401825)",
56,411686025,411686024,0,218215448,yes,False,42.398,"LINESTRING (103.9018654 1.4015436, 103.9022066 1.4013732)",
57,411686023,2274880216,0,218215448,yes,False,119.908,"LINESTRING (103.9049539 1.4000251, 103.903986 1.4005011)",
58,411686023,411686022,0,218215448,yes,False,39.956,"LINESTRING (103.9049539 1.4000251, 103.9052588 1.3998348)",
59,2274878605,2274879526,0,218215447,yes,False,93.448,"LINESTRING (103.9165527 1.3994815, 103.9158693 1.3999709)",
60,2274878605,2274877681,0,218215447,yes,False,94.842,"LINESTRING (103.9165527 1.3994815, 103.9172612 1.3990063)",
61,2274884753,2274884795,0,218215448,yes,False,76.905,"LINESTRING (103.9030592 1.4066772, 103.9033664 1.4072969)",
62,2274884753,2274884738,0,218215448,yes,False,10.847,"LINESTRING (103.9030592 1.4066772, 103.9030218 1.4065871)",
63,2274884762,2274884778,0,218215447,yes,False,39.903,"LINESTRING (103.9063761 1.4068067, 103.9060579 1.4069728)",
64,2274884762,2274884607,0,218215447,yes,False,151.362,"LINESTRING (103.9063761 1.4068067, 103.9074971 1.406034)",
65,2274884769,411102724,0,173144832,yes,False,42.582,"LINESTRING (103.897767 1.4068883, 103.8976318 1.40653)",
66,2274884769,2274884807,0,173144832,yes,False,76.694,"LINESTRING (103.897767 1.4068883, 103.8980494 1.4075176)",
67,2274884770,2274884810,0,173144836,yes,False,77.678,"LINESTRING (103.8977315 1.4068965, 103.8979893 1.4075458)",
68,2274884770,2274884731,0,173144836,yes,False,42.635,"LINESTRING (103.8977315 1.4068965, 103.8975939 1.4065386)",
69,2274879651,1839721821,0,218215448,yes,False,94.169,"LINESTRING (103.9159226 1.4000502, 103.9166075 1.3995518)",
70,2274879651,411686459,0,218215448,yes,False,94.203,"LINESTRING (103.9159226 1.4000502, 103.9152176 1.4005203)",
71,2274883752,2274883438,0,218215444,yes,False,57.143,"LINESTRING (103.9019645 1.4043864, 103.9017148 1.4039372)",
72,2274883752,2274884006,0,218215444,yes,False,63.407,"LINESTRING (103.9019645 1.4043864, 103.902302 1.4048461)",
73,2274884778,2274884805,0,218215447,yes,False,137.821,"LINESTRING (103.9060579 1.4069728, 103.9049399 1.4075086)",
74,2274884778,2274884762,0,218215447,yes,False,39.903,"LINESTRING (103.9060579 1.4069728, 103.9063761 1.4068067)",
75,2274876589,2274875129,0,173144843,yes,False,182.393,"LINESTRING (103.8987615 1.3985223, 103.8980003 1.3970692)",yard
76,2274876589,2274881157,0,173144843,yes,False,333.28,"LINESTRING (103.8987615 1.3985223, 103.9002017 1.4011511)",yard
77,2274884782,2274884573,0,218215444,yes,False,141.5,"LINESTRING (103.9034045 1.4070234, 103.9027954 1.405906)",
78,2274884782,2274884791,0,218215447,yes,False,27.848,"LINESTRING (103.9034045 1.4070234, 103.9035684 1.4072128)",
79,2274884782,2274884820,0,601849934,yes,False,97.233,"LINESTRING (103.9034045 1.4070234, 103.9038273 1.4077889)",
80,2274879665,2274879233,0,218215447,yes,False,63.356,"LINESTRING (103.9049752 1.4000656, 103.9054789 1.399799)",
81,2274879665,2274880250,0,218215447,yes,False,120.544,"LINESTRING (103.9049752 1.4000656, 103.9039999 1.4005395)",
82,2274872498,2274872287,0,218215448,yes,False,68.341,"LINESTRING (103.9160716 1.3944034, 103.915698 1.3939153)",
83,2274872498,1839721882,0,218215448,yes,False,79.567,"LINESTRING (103.9160716 1.3944034, 103.9164862 1.3949867)",
84,2274884791,2274884782,0,218215447,yes,False,27.848,"LINESTRING (103.9035684 1.4072128, 103.9034045 1.4070234)",
85,2274884791,2274884801,0,218215447,yes,False,39.614,"LINESTRING (103.9035684 1.4072128, 103.9038372 1.4074467)",
86,2274884795,2274884812,0,218215448,yes,False,36.611,"LINESTRING (103.9033664 1.4072969, 103.9035231 1.4075865)",
87,2274884795,2274884753,0,218215448,yes,False,76.905,"LINESTRING (103.9033664 1.4072969, 103.9030592 1.4066772)",
88,2274883772,2274883899,0,218215445,yes,False,24.686,"LINESTRING (103.9018835 1.4044217, 103.9019595 1.4046303)",
89,2274883772,2274883439,0,218215445,yes,False,61.546,"LINESTRING (103.9018835 1.4044217, 103.9016149 1.4039377)",
90,242964669,1839722271,0,173144843,yes,False,24.43,"LINESTRING (103.8942862 1.3960993, 103.8945043 1.3960723)",yard
91,2274882752,2274883007,0,218215447,yes,False,57.244,"LINESTRING (103.9114899 1.4031732, 103.911066 1.4034655)",
92,2274882752,2274882337,0,218215447,yes,False,77.176,"LINESTRING (103.9114899 1.4031732, 103.9120296 1.4027366)",
93,2274884801,2274884791,0,218215447,yes,False,39.614,"LINESTRING (103.9038372 1.4074467, 103.9035684 1.4072128)",
94,2274884801,5702120064,0,218215447,yes,False,11.124,"LINESTRING (103.9038372 1.4074467, 103.9039291 1.4074863)",
95,2274882753,2274882492,0,173144832,yes,False,101.88,"LINESTRING (103.8977422 1.4031748, 103.8986071 1.4028717)",
96,2274882753,2274882847,0,173144832,yes,False,32.89,"LINESTRING (103.8977422 1.4031748, 103.897463 1.4032727)",
97,2274882753,2274882628,0,218215438,yes,False,26.11,"LINESTRING (103.8977422 1.4031748, 103.8979304 1.4030343)",
98,2274882756,2274882862,0,173144836,yes,False,27.232,"LINESTRING (103.8973419 1.4031787, 103.8971268 1.4032959)",
99,2274882756,2274882650,0,173144836,yes,False,39.512,"LINESTRING (103.8973419 1.4031787, 103.8976765 1.4030588)",
100,2274884805,2274884813,0,218215447,yes,False,32.451,"LINESTRING (103.9049399 1.4075086, 103.9046591 1.4075884)",
101,2274884805,2274884778,0,218215447,yes,False,137.821,"LINESTRING (103.9049399 1.4075086, 103.9060579 1.4069728)",
102,2274884807,2274884769,0,173144832,yes,False,76.694,"LINESTRING (103.8980494 1.4075176, 103.897767 1.4068883)",
103,2274884807,1839721918,0,173144832,yes,False,159.115,"LINESTRING (103.8980494 1.4075176, 103.8987198 1.4087819)",
104,2274884810,2274884838,0,173144836,yes,False,158.242,"LINESTRING (103.8979893 1.4075458, 103.8986379 1.4088126)",
105,2274884810,2274884770,0,173144836,yes,False,77.678,"LINESTRING (103.8979893 1.4075458, 103.8977315 1.4068965)",
106,2274873547,2274873995,0,218215447,yes,False,85.438,"LINESTRING (103.916373 1.3950164, 103.9168561 1.395614)",
107,2274873547,2274872534,0,218215447,yes,False,75.959,"LINESTRING (103.916373 1.3950164, 103.9159801 1.3944575)",
108,2274884811,5702120064,0,218215447,yes,False,22.871,"LINESTRING (103.904118 1.4075678, 103.9039291 1.4074863)",
109,2274884811,2274884817,0,218215447,yes,False,32.493,"LINESTRING (103.904118 1.4075678, 103.9044066 1.4076142)",
110,2274884812,2274884821,0,218215448,yes,False,26.557,"LINESTRING (103.9035231 1.4075865, 103.9036488 1.4077896)",
111,2274884812,2274884795,0,218215448,yes,False,36.611,"LINESTRING (103.9035231 1.4075865, 103.9033664 1.4072969)",
112,4285849806,2274884353,0,218215447,yes,False,32.106,"LINESTRING (103.9083654 1.4053673, 103.9081329 1.4055386)",
113,4285849806,2274884054,0,218215447,yes,False,54.942,"LINESTRING (103.9083654 1.4053673, 103.9087633 1.4050742)",
114,2274884813,2274884817,0,218215447,yes,False,28.215,"LINESTRING (103.9046591 1.4075884, 103.9044066 1.4076142)",
115,2274884813,2274884805,0,218215447,yes,False,32.451,"LINESTRING (103.9046591 1.4075884, 103.9049399 1.4075086)",
116,2274876620,2274877681,0,218215447,yes,False,82.079,"LINESTRING (103.9178542 1.3985665, 103.9172612 1.3990063)",
117,2274876620,2274876505,0,218215447,yes,False,21.559,"LINESTRING (103.9178542 1.3985665, 103.9179891 1.3984272)",
118,2274884817,2274884811,0,218215447,yes,False,32.493,"LINESTRING (103.9044066 1.4076142, 103.904118 1.4075678)",
119,2274884817,2274884813,0,218215447,yes,False,28.215,"LINESTRING (103.9044066 1.4076142, 103.9046591 1.4075884)",
120,2274884820,2274884782,0,601849934,yes,False,97.233,"LINESTRING (103.9038273 1.4077889, 103.9034045 1.4070234)",
121,2274884820,6532012975,0,601849934,yes,False,166.828,"LINESTRING (103.9038273 1.4077889, 103.9045758 1.4090893)",
122,2274881749,411685948,0,218215448,yes,False,23.119,"LINESTRING (103.9011377 1.401959, 103.9010024 1.4021169)",
123,2274881749,411685947,0,218215448,yes,False,25.342,"LINESTRING (103.9011377 1.401959, 103.9013221 1.401825)",
124,2274884821,2274884824,0,218215448,yes,False,23.194,"LINESTRING (103.9036488 1.4077896, 103.903779 1.4079526)",
125,2274884821,2274884812,0,218215448,yes,False,26.557,"LINESTRING (103.9036488 1.4077896, 103.9035231 1.4075865)",
126,2274872534,2274873547,0,218215447,yes,False,75.959,"LINESTRING (103.9159801 1.3944575, 103.916373 1.3950164)",
127,2274872534,2274872290,0,218215447,yes,False,70.575,"LINESTRING (103.9159801 1.3944575, 103.9156439 1.3939191)",
128,2274884824,2274884826,0,218215448,yes,False,17.731,"LINESTRING (103.903779 1.4079526, 103.903913 1.4080391)",
129,2274884824,2274884821,0,218215448,yes,False,23.194,"LINESTRING (103.903779 1.4079526, 103.9036488 1.4077896)",
130,2274884826,2274884828,0,218215448,yes,False,17.075,"LINESTRING (103.903913 1.4080391, 103.9040551 1.4080974)",
131,2274884826,2274884824,0,218215448,yes,False,17.731,"LINESTRING (103.903913 1.4080391, 103.903779 1.4079526)",
132,2274884827,411686452,0,218215448,yes,False,16.612,"LINESTRING (103.9045461 1.4080764, 103.9046747 1.4080003)",
133,2274884827,2274884829,0,218215448,yes,False,19.169,"LINESTRING (103.9045461 1.4080764, 103.9043803 1.4081238)",
134,2274884828,2274884830,0,218215448,yes,False,19.298,"LINESTRING (103.9040551 1.4080974, 103.9042254 1.4081311)",
135,2274884828,2274884826,0,218215448,yes,False,17.075,"LINESTRING (103.9040551 1.4080974, 103.903913 1.4080391)",
136,2274884829,2274884827,0,218215448,yes,False,19.169,"LINESTRING (103.9043803 1.4081238, 103.9045461 1.4080764)",
137,2274884829,2274884830,0,218215448,yes,False,17.238,"LINESTRING (103.9043803 1.4081238, 103.9042254 1.4081311)",
138,2274884830,2274884829,0,218215448,yes,False,17.238,"LINESTRING (103.9042254 1.4081311, 103.9043803 1.4081238)",
139,2274884830,2274884828,0,218215448,yes,False,19.298,"LINESTRING (103.9042254 1.4081311, 103.9040551 1.4080974)",
140,2274882786,2274882440,0,218215448,yes,False,78.615,"LINESTRING (103.9115091 1.4032048, 103.9120932 1.4028062)",
141,2274882786,411686457,0,218215448,yes,False,55.961,"LINESTRING (103.9115091 1.4032048, 103.9110983 1.4034957)",
142,2274875620,242967334,0,173144841,yes,False,39.83,"LINESTRING (103.8983275 1.3978938, 103.8985281 1.3981906)",yard
143,2274875620,2274875385,0,173144841,yes,False,48.012,"LINESTRING (103.8983275 1.3978938, 103.89813 1.3975098)",yard
144,2274884838,2274884851,0,173144836,yes,False,71.757,"LINESTRING (103.8986379 1.4088126, 103.8989649 1.409369)",
145,2274884838,2274884810,0,173144836,yes,False,158.242,"LINESTRING (103.8986379 1.4088126, 103.8979893 1.4075458)",
146,2274875623,2274875914,0,218215447,yes,False,24.888,"LINESTRING (103.9181895 1.397899, 103.9181457 1.3981185)",
147,2274875623,2274875469,0,218215447,yes,False,27.155,"LINESTRING (103.9181895 1.397899, 103.9181794 1.397655)",
148,4946665704,5379987383,0,173144836,yes,False,12.734,"LINESTRING (103.9062269 1.4171133, 103.9061235 1.4171626)",
149,4946665704,5843925904,0,601849934,yes,False,22.622,"LINESTRING (103.9062269 1.4171133, 103.9064079 1.4170203)",
150,2274881770,2274881651,0,218215447,yes,False,23.113,"LINESTRING (103.9011864 1.4019832, 103.9013526 1.4018583)",
151,2274881770,2274881864,0,218215447,yes,False,21.851,"LINESTRING (103.9011864 1.4019832, 103.9010666 1.402139)",
152,2274877681,2274878605,0,218215447,yes,False,94.842,"LINESTRING (103.9172612 1.3990063, 103.9165527 1.3994815)",
153,2274877681,2274876620,0,218215447,yes,False,82.079,"LINESTRING (103.9172612 1.3990063, 103.9178542 1.3985665)",
154,2274884850,1839721918,0,173144832,yes,False,70.512,"LINESTRING (103.8989996 1.409351, 103.8987198 1.4087819)",
155,2274884850,411102726,0,173144832,yes,False,198.36,"LINESTRING (103.8989996 1.409351, 103.8998586 1.4109146)",
156,2274884851,2274884865,0,173144836,yes,False,196.486,"LINESTRING (103.8989649 1.409369, 103.8997641 1.4109451)",
157,2274884851,2274884838,0,173144836,yes,False,71.757,"LINESTRING (103.8989649 1.409369, 103.8986379 1.4088126)",
158,2274884858,6532012975,0,601849934,yes,False,98.783,"LINESTRING (103.905019 1.4098593, 103.9045758 1.4090893)",
159,2274884858,2274884866,0,601849934,yes,False,201.203,"LINESTRING (103.905019 1.4098593, 103.9059499 1.4114111)",
160,2274874620,2274874316,0,173144843,yes,False,40.51,"LINESTRING (103.8975878 1.3963397, 103.8974136 1.3960197)",yard
161,2274874620,2274874920,0,173144843,yes,False,53.195,"LINESTRING (103.8975878 1.3963397, 103.8978332 1.3967504)",yard
162,2274884865,2274884867,0,173144836,yes,False,130.64,"LINESTRING (103.8997641 1.4109451, 103.9003219 1.4119792)",
163,2274884865,2274884851,0,173144836,yes,False,196.486,"LINESTRING (103.8997641 1.4109451, 103.8989649 1.409369)",
164,2274884866,2274884858,0,601849934,yes,False,201.203,"LINESTRING (103.9059499 1.4114111, 103.905019 1.4098593)",
165,2274884866,2274884868,0,601849934,yes,False,109.703,"LINESTRING (103.9059499 1.4114111, 103.9064437 1.4122653)",
166,2274884867,2274884869,0,173144836,yes,False,43.661,"LINESTRING (103.9003219 1.4119792, 103.9005228 1.4123166)",
167,2274884867,2274884865,0,173144836,yes,False,130.64,"LINESTRING (103.9003219 1.4119792, 103.8997641 1.4109451)",
168,2274884868,2274884866,0,601849934,yes,False,109.703,"LINESTRING (103.9064437 1.4122653, 103.9059499 1.4114111)",
169,2274884868,6532012974,0,601849934,yes,False,151.947,"LINESTRING (103.9064437 1.4122653, 103.9070486 1.4134907)",
170,2274884869,2274884872,0,173144836,yes,False,27.055,"LINESTRING (103.9005228 1.4123166, 103.9006233 1.4125382)",
171,2274884869,2274884867,0,173144836,yes,False,43.661,"LINESTRING (103.9005228 1.4123166, 103.9003219 1.4119792)",
172,2274884872,2274884873,0,173144836,yes,False,53.935,"LINESTRING (103.9006233 1.4125382, 103.9008238 1.4129799)",
173,2274884872,2274884869,0,173144836,yes,False,27.055,"LINESTRING (103.9006233 1.4125382, 103.9005228 1.4123166)",
174,2274884873,2274884876,0,173144836,yes,False,243.405,"LINESTRING (103.9008238 1.4129799, 103.9014687 1.4150718)",
175,2274884873,2274884872,0,173144836,yes,False,53.935,"LINESTRING (103.9008238 1.4129799, 103.9006233 1.4125382)",
176,2274884874,6532012974,0,601849934,yes,False,128.824,"LINESTRING (103.9075719 1.4145244, 103.9070486 1.4134907)",
177,2274884874,2274884875,0,601849934,yes,False,47.175,"LINESTRING (103.9075719 1.4145244, 103.9077164 1.4149233)",
178,2274884875,2274884874,0,601849934,yes,False,47.175,"LINESTRING (103.9077164 1.4149233, 103.9075719 1.4145244)",
179,2274884875,2274884946,0,601849934,yes,False,31.789,"LINESTRING (103.9077164 1.4149233, 103.9077956 1.415198)",
180,2274884876,2274884945,0,173144836,yes,False,18.306,"LINESTRING (103.9014687 1.4150718, 103.90154 1.4152202)",
181,2274884876,2274884873,0,173144836,yes,False,243.405,"LINESTRING (103.9014687 1.4150718, 103.9008238 1.4129799)",
182,2274884877,411102732,0,173144832,yes,False,22.411,"LINESTRING (103.9016281 1.4152094, 103.9015465 1.4150251)",
183,2274884877,2274884949,0,173144832,yes,False,19.647,"LINESTRING (103.9016281 1.4152094, 103.9017269 1.4153559)",
184,2274882847,2274882753,0,173144832,yes,False,32.89,"LINESTRING (103.897463 1.4032727, 103.8977422 1.4031748)",
185,2274882847,2274882934,0,173144832,yes,False,28.056,"LINESTRING (103.897463 1.4032727, 103.897235 1.4033809)",
186,2274873645,2274872331,0,218215447,yes,False,205.596,"LINESTRING (103.9111185 1.3952027, 103.9125485 1.3940301)",
187,2274873645,2274874317,0,218215447,yes,False,143.155,"LINESTRING (103.9111185 1.3952027, 103.9101243 1.396021)",
188,2274882862,2274882961,0,173144836,yes,False,19.748,"LINESTRING (103.8971268 1.4032959, 103.8970018 1.4034221)",
189,2274882862,2274882756,0,173144836,yes,False,27.232,"LINESTRING (103.8971268 1.4032959, 103.8973419 1.4031787)",
190,2274874671,2274874856,0,218215443,yes,False,35.06,"LINESTRING (103.9095244 1.3964291, 103.9093106 1.3966609)",
191,2274874671,2274874503,0,218215443,yes,False,53.644,"LINESTRING (103.9095244 1.3964291, 103.9099102 1.3961393)",
192,1839721776,411686018,0,218215448,yes,False,205.972,"LINESTRING (103.9124907 1.3939512, 103.9110583 1.3951262)",
193,1839721776,2274872182,0,218215448,yes,False,67.798,"LINESTRING (103.9124907 1.3939512, 103.9129659 1.393569)",
194,1839721781,411686022,0,218215448,yes,False,98.665,"LINESTRING (103.9059813 1.3993194, 103.9052588 1.3998348)",
195,1839721781,2274876754,0,218215448,yes,False,117.03,"LINESTRING (103.9059813 1.3993194, 103.9068101 1.3986704)",
196,2274883899,2274884038,0,218215445,yes,False,42.753,"LINESTRING (103.9019595 1.4046303, 103.9020857 1.4049935)",
197,2274883899,2274883772,0,218215445,yes,False,24.686,"LINESTRING (103.9019595 1.4046303, 103.9018835 1.4044217)",
198,1839721787,411686457,0,218215448,yes,False,230.673,"LINESTRING (103.9094083 1.4046995, 103.9110983 1.4034957)",
199,1839721787,2274884080,0,218215448,yes,False,82.985,"LINESTRING (103.9094083 1.4046995, 103.9088171 1.4051552)",
200,2274881864,2274881770,0,218215447,yes,False,21.851,"LINESTRING (103.9010666 1.402139, 103.9011864 1.4019832)",
201,2274881864,2274881970,0,218215447,yes,False,17.561,"LINESTRING (103.9010666 1.402139, 103.9010086 1.4022859)",
202,2274883917,2274884054,0,218215447,yes,False,82.529,"LINESTRING (103.9093817 1.4046635, 103.9087633 1.4050742)",
203,2274883917,2274883007,0,218215447,yes,False,229.783,"LINESTRING (103.9093817 1.4046635, 103.911066 1.4034655)",
204,2274884945,2274884951,0,173144836,yes,False,22.165,"LINESTRING (103.90154 1.4152202, 103.9016459 1.4153891)",
205,2274884945,2274884876,0,173144836,yes,False,18.306,"LINESTRING (103.90154 1.4152202, 103.9014687 1.4150718)",
206,2274884946,2274884875,0,601849934,yes,False,31.789,"LINESTRING (103.9077956 1.415198, 103.9077164 1.4149233)",
207,2274884946,2274884953,0,601849934,yes,False,26.473,"LINESTRING (103.9077956 1.415198, 103.9078106 1.4154356)",
208,2274876754,1839721781,0,218215448,yes,False,117.03,"LINESTRING (103.9068101 1.3986704, 103.9059813 1.3993194)",
209,2274876754,411686020,0,218215448,yes,False,173.511,"LINESTRING (103.9068101 1.3986704, 103.9080237 1.3976891)",
210,2274884948,411102754,0,173144832,yes,False,26.848,"LINESTRING (103.907753 1.4151951, 103.9077707 1.4154359)",
211,2274884948,1167584069,0,173144832,yes,False,32.905,"LINESTRING (103.907753 1.4151951, 103.9076678 1.4149117)",
212,2274884949,2274884877,0,173144832,yes,False,19.647,"LINESTRING (103.9017269 1.4153559, 103.9016281 1.4152094)",
213,2274884949,5435063398,0,173144832,yes,False,44.625,"LINESTRING (103.9017269 1.4153559, 103.9019784 1.4156687)",
214,2274884951,2274884959,0,173144836,yes,False,54.915,"LINESTRING (103.9016459 1.4153891, 103.9019533 1.4157757)",
215,2274884951,2274884945,0,173144836,yes,False,22.165,"LINESTRING (103.9016459 1.4153891, 103.90154 1.4152202)",
216,2274884953,2274884946,0,601849934,yes,False,26.473,"LINESTRING (103.9078106 1.4154356, 103.9077956 1.415198)",
217,2274884953,2274884957,0,601849934,yes,False,24.931,"LINESTRING (103.9078106 1.4154356, 103.9078036 1.4156597)",
218,2274884955,1167584068,0,173144832,yes,False,20.871,"LINESTRING (103.9077576 1.4156526, 103.9077253 1.4158375)",
219,2274884955,411102754,0,173144832,yes,False,24.14,"LINESTRING (103.9077576 1.4156526, 103.9077707 1.4154359)",
220,2274884957,2274884953,0,601849934,yes,False,24.931,"LINESTRING (103.9078036 1.4156597, 103.9078106 1.4154356)",
221,2274884957,2274884960,0,601849934,yes,False,22.123,"LINESTRING (103.9078036 1.4156597, 103.9077617 1.4158542)",
222,1839721821,2274878319,0,218215448,yes,False,58.952,"LINESTRING (103.9166075 1.3995518, 103.9170334 1.3992359)",
223,1839721821,2274879651,0,218215448,yes,False,94.169,"LINESTRING (103.9166075 1.3995518, 103.9159226 1.4000502)",
224,2274884959,7114440518,0,173144836,yes,False,25.291,"LINESTRING (103.9019533 1.4157757, 103.9021003 1.4159493)",
225,2274884959,2274884951,0,173144836,yes,False,54.915,"LINESTRING (103.9019533 1.4157757, 103.9016459 1.4153891)",
226,2274884960,2274884957,0,601849934,yes,False,22.123,"LINESTRING (103.9077617 1.4158542, 103.9078036 1.4156597)",
