,u,v,key,osmid,bridge,oneway,length,geometry,service
227,2274884960,2274884964,0,601849934,yes,False,23.367,"LINESTRING (103.9077617 1.4158542, 103.9076758 1.416046)",
228,2274881889,2274882337,0,218215447,yes,False,107.285,"LINESTRING (103.9128156 1.4021767, 103.9120296 1.4027366)",
229,2274881889,2274881467,0,218215447,yes,False,91.438,"LINESTRING (103.9128156 1.4021767, 103.9134932 1.4017105)",
230,2274884962,1167584063,0,173144832,yes,False,18.58,"LINESTRING (103.9076404 1.4160362, 103.9075546 1.4161796)",
231,2274884962,1167584068,0,173144832,yes,False,24.026,"LINESTRING (103.9076404 1.4160362, 103.9077253 1.4158375)",
232,2274884964,2274884960,0,601849934,yes,False,23.367,"LINESTRING (103.9076758 1.416046, 103.9077617 1.4158542)",
233,2274884964,2274884967,0,601849934,yes,False,22.366,"LINESTRING (103.9076758 1.416046, 103.907574 1.4162195)",
234,2274884966,2274884973,0,173144836,yes,False,38.138,"LINESTRING (103.902274 1.4161545, 103.9025139 1.4163997)",
235,2274884966,7114440518,0,173144836,yes,False,29.891,"LINESTRING (103.902274 1.4161545, 103.9021003 1.4159493)",
236,2274884967,2274884964,0,601849934,yes,False,22.366,"LINESTRING (103.907574 1.4162195, 103.9076758 1.416046)",
237,2274884967,2274884978,0,601849934,yes,False,22.32,"LINESTRING (103.907574 1.4162195, 103.9074399 1.4163689)",
238,2274884969,411102735,0,173144832,yes,False,39.641,"LINESTRING (103.9025953 1.4163455, 103.9023396 1.416097)",
239,2274884969,1712357076,0,173144832,yes,False,114.156,"LINESTRING (103.9025953 1.4163455, 103.9034466 1.4169197)",
240,1839721834,411686020,0,218215448,yes,False,106.686,"LINESTRING (103.9087405 1.3970511, 103.9080237 1.3976891)",
241,1839721834,2274874973,0,218215448,yes,False,33.663,"LINESTRING (103.9087405 1.3970511, 103.9089612 1.3968438)",
242,2274884971,1167584060,0,173144832,yes,False,18.422,"LINESTRING (103.9073933 1.416356, 103.90727 1.4164667)",
243,2274884971,1167584063,0,173144832,yes,False,26.575,"LINESTRING (103.9073933 1.416356, 103.9075546 1.4161796)",
244,2274884973,2274884986,0,173144836,yes,False,117.01,"LINESTRING (103.9025139 1.4163997, 103.9034127 1.4169474)",
245,2274884973,2274884966,0,173144836,yes,False,38.138,"LINESTRING (103.9025139 1.4163997, 103.902274 1.4161545)",
246,2274884978,2274884967,0,601849934,yes,False,22.32,"LINESTRING (103.9074399 1.4163689, 103.907574 1.4162195)",
247,2274884978,2274884980,0,601849934,yes,False,17.831,"LINESTRING (103.9074399 1.4163689, 103.9073278 1.4164836)",
248,2274884980,2274884978,0,601849934,yes,False,17.831,"LINESTRING (103.9073278 1.4164836, 103.9074399 1.4163689)",
249,2274884980,2274884982,0,601849934,yes,False,30.749,"LINESTRING (103.9073278 1.4164836, 103.9071191 1.4166651)",
250,1748996469,411102726,0,173144832,yes,False,131.39,"LINESTRING (103.9004651 1.4119288, 103.8998586 1.4109146)",
251,1748996469,1748996475,0,173144832,yes,False,69.225,"LINESTRING (103.9004651 1.4119288, 103.9007162 1.4124985)",
252,2274882934,2274882847,0,173144832,yes,False,28.056,"LINESTRING (103.897235 1.4033809, 103.897463 1.4032727)",
253,2274882934,411102713,0,173144832,yes,False,19.181,"LINESTRING (103.897235 1.4033809, 103.8971042 1.4034934)",
254,2274884982,2274884980,0,601849934,yes,False,30.749,"LINESTRING (103.9071191 1.4166651, 103.9073278 1.4164836)",
255,2274884982,2274884984,0,601849934,yes,False,39.296,"LINESTRING (103.9071191 1.4166651, 103.9068021 1.4168215)",
256,2274884984,2274884982,0,601849934,yes,False,39.296,"LINESTRING (103.9068021 1.4168215, 103.9071191 1.4166651)",
257,2274884984,2274884988,0,601849934,yes,False,39.081,"LINESTRING (103.9068021 1.4168215, 103.9064912 1.4169856)",
258,2274884986,2274884990,0,173144836,yes,False,51.865,"LINESTRING (103.9034127 1.4169474, 103.9038155 1.4171828)",
259,2274884986,2274884973,0,173144836,yes,False,117.01,"LINESTRING (103.9034127 1.4169474, 103.9025139 1.4163997)",
260,1748996475,1748996469,0,173144832,yes,False,69.225,"LINESTRING (103.9007162 1.4124985, 103.9004651 1.4119288)",
261,1748996475,411102730,0,173144832,yes,False,53.84,"LINESTRING (103.9007162 1.4124985, 103.9009256 1.4129351)",
262,2274884988,2274884984,0,601849934,yes,False,39.081,"LINESTRING (103.9064912 1.4169856, 103.9068021 1.4168215)",
263,2274884988,5843925904,0,601849934,yes,False,10.031,"LINESTRING (103.9064912 1.4169856, 103.9064079 1.4170203)",
264,2274884990,2274885001,0,173144836,yes,False,38.173,"LINESTRING (103.9038155 1.4171828, 103.9041162 1.4173486)",
265,2274884990,2274884986,0,173144836,yes,False,51.865,"LINESTRING (103.9038155 1.4171828, 103.9034127 1.4169474)",
266,2274884992,5379987383,0,173144836,yes,False,14.152,"LINESTRING (103.9060086 1.4172174, 103.9061235 1.4171626)",
267,2274884992,2274884996,0,173144836,yes,False,29.333,"LINESTRING (103.9060086 1.4172174, 103.9057627 1.4173131)",
268,2274884994,1712357087,0,173144832,yes,False,23.342,"LINESTRING (103.9057494 1.4172531, 103.905557 1.4173372)",
269,2274884994,1839721875,0,173144832,yes,False,87.5,"LINESTRING (103.9057494 1.4172531, 103.906453 1.4169003)",
270,2274884996,2274884992,0,173144836,yes,False,29.333,"LINESTRING (103.9057627 1.4173131, 103.9060086 1.4172174)",
271,2274884996,2274885003,0,173144836,yes,False,25.886,"LINESTRING (103.9057627 1.4173131, 103.9055429 1.41739)",
272,2274884999,1712357089,0,173144832,yes,False,39.656,"LINESTRING (103.9041469 1.4173219, 103.903832 1.4171543)",
273,2274884999,411102738,0,173144832,yes,False,32.426,"LINESTRING (103.9041469 1.4173219, 103.9044234 1.4174148)",
274,2274885001,5379987371,0,173144836,yes,False,3.303,"LINESTRING (103.9041162 1.4173486, 103.9041423 1.4173628)",
275,2274885001,2274884990,0,173144836,yes,False,38.173,"LINESTRING (103.9041162 1.4173486, 103.9038155 1.4171828)",
276,2274885003,2274884996,0,173144836,yes,False,25.886,"LINESTRING (103.9055429 1.41739, 103.9057627 1.4173131)",
277,2274885003,2274885005,0,173144836,yes,False,25.581,"LINESTRING (103.9055429 1.41739, 103.9053218 1.4174538)",
278,2274885005,2274885003,0,173144836,yes,False,25.581,"LINESTRING (103.9053218 1.4174538, 103.9055429 1.41739)",
279,2274885005,2274885012,0,173144836,yes,False,29.261,"LINESTRING (103.9053218 1.4174538, 103.9050626 1.4174997)",
280,2274885007,2274885011,0,173144836,yes,False,25.734,"LINESTRING (103.9044077 1.4174499, 103.9046345 1.4174963)",
281,2274885007,5379987376,0,173144836,yes,False,24.46,"LINESTRING (103.9044077 1.4174499, 103.9041977 1.4173842)",
282,2274882961,2274883080,0,173144836,yes,False,19.781,"LINESTRING (103.8970018 1.4034221, 103.8969052 1.4035715)",
283,2274882961,2274882862,0,173144836,yes,False,19.748,"LINESTRING (103.8970018 1.4034221, 103.8971268 1.4032959)",
284,2274871698,411686774,0,218215448,yes,False,18.524,"LINESTRING (103.9143261 1.3927537, 103.914161 1.3927763)",
285,2274871698,411686468,0,218215448,yes,False,18.329,"LINESTRING (103.9143261 1.3927537, 103.9144904 1.3927676)",
286,2274885009,1712357092,0,173144832,yes,False,21.303,"LINESTRING (103.9048478 1.417473, 103.9046569 1.4174562)",
287,2274885009,1712357091,0,173144832,yes,False,26.65,"LINESTRING (103.9048478 1.417473, 103.9050871 1.4174585)",
288,1839721875,2274884994,0,173144832,yes,False,87.5,"LINESTRING (103.906453 1.4169003, 103.9057494 1.4172531)",
289,1839721875,1712357040,0,173144832,yes,False,41.597,"LINESTRING (103.906453 1.4169003, 103.9067832 1.4167243)",
290,2274885012,2274885005,0,173144836,yes,False,29.261,"LINESTRING (103.9050626 1.4174997, 103.9053218 1.4174538)",
291,2274885012,2274885014,0,173144836,yes,False,22.898,"LINESTRING (103.9050626 1.4174997, 103.904857 1.4175123)",
292,2274885011,2274885014,0,173144836,yes,False,24.797,"LINESTRING (103.9046345 1.4174963, 103.904857 1.4175123)",
293,2274885011,2274885007,0,173144836,yes,False,25.734,"LINESTRING (103.9046345 1.4174963, 103.9044077 1.4174499)",
294,2274885014,2274885012,0,173144836,yes,False,22.898,"LINESTRING (103.904857 1.4175123, 103.9050626 1.4174997)",
295,2274885014,2274885011,0,173144836,yes,False,24.797,"LINESTRING (103.904857 1.4175123, 103.9046345 1.4174963)",
296,2274881946,411102707,0,173144836,yes,False,37.546,"LINESTRING (103.8999376 1.4022493, 103.8996183 1.4023594)",
297,2274881946,2085848759,0,173144836,yes,False,31.021,"LINESTRING (103.8999376 1.4022493, 103.9002053 1.4021705)",
298,1839721882,2274872498,0,218215448,yes,False,79.567,"LINESTRING (103.9164862 1.3949867, 103.9160716 1.3944034)",
299,1839721882,411686465,0,218215448,yes,False,79.446,"LINESTRING (103.9164862 1.3949867, 103.9168808 1.3955824)",
300,2274871713,2274871718,0,218215447,yes,False,16.752,"LINESTRING (103.9143334 1.3927956, 103.9144837 1.3928065)",
301,2274871713,2274871725,0,218215447,yes,False,17.945,"LINESTRING (103.9143334 1.3927956, 103.9141731 1.3928147)",
302,2274924964,1839722271,0,173144843,yes,False,12.562,"LINESTRING (103.894615 1.3960496, 103.8945043 1.3960723)",yard
303,2274924964,1839722255,0,173144843,yes,False,76.645,"LINESTRING (103.894615 1.3960496, 103.8952757 1.3958525)",yard
304,2274924965,1839722259,0,173144841,yes,False,52.827,"LINESTRING (103.8947548 1.3961408, 103.8952092 1.3960017)",yard
305,2274924965,1839722273,0,173144841,yes,False,11.777,"LINESTRING (103.8947548 1.3961408, 103.894651 1.396162)",yard
306,2274884006,2274883752,0,218215444,yes,False,63.407,"LINESTRING (103.902302 1.4048461, 103.9019645 1.4043864)",
307,2274884006,6587709457,0,218215444,yes,False,38.61,"LINESTRING (103.902302 1.4048461, 103.9024702 1.4051499)",
308,2274881959,411685949,0,218215448,yes,False,19.429,"LINESTRING (103.9009367 1.4022694, 103.9009003 1.4024403)",
309,2274881959,411685948,0,218215448,yes,False,18.463,"LINESTRING (103.9009367 1.4022694, 103.9010024 1.4021169)",
310,2274871718,2274871738,0,218215447,yes,False,18.078,"LINESTRING (103.9144837 1.3928065, 103.9146422 1.3928429)",
311,2274871718,2274871713,0,218215447,yes,False,16.752,"LINESTRING (103.9144837 1.3928065, 103.9143334 1.3927956)",
312,2274881964,411102768,0,173144836,yes,False,28.651,"LINESTRING (103.9006861 1.4022767, 103.9004468 1.402181)",
313,2274881964,411102767,0,173144836,yes,False,21.43,"LINESTRING (103.9006861 1.4022767, 103.9008396 1.4023933)",
314,2274871725,2274871713,0,218215447,yes,False,17.945,"LINESTRING (103.9141731 1.3928147, 103.9143334 1.3927956)",
315,2274871725,2274871750,0,218215447,yes,False,17.771,"LINESTRING (103.9141731 1.3928147, 103.9140219 1.3928666)",
316,2274881970,2274881864,0,218215447,yes,False,17.561,"LINESTRING (103.9010086 1.4022859, 103.9010666 1.402139)",
317,2274881970,2274882091,0,218215447,yes,False,17.351,"LINESTRING (103.9010086 1.4022859, 103.9009867 1.4024404)",
318,2274876853,2274875509,0,218215447,yes,False,172.031,"LINESTRING (103.9068521 1.3987082, 103.9080459 1.3977237)",
319,2274876853,2274877959,0,218215447,yes,False,67.912,"LINESTRING (103.9068521 1.3987082, 103.9064012 1.3991203)",
320,2274871738,2274871778,0,218215447,yes,False,23.695,"LINESTRING (103.9146422 1.3928429, 103.9148308 1.3929422)",
321,2274871738,2274871718,0,218215447,yes,False,18.078,"LINESTRING (103.9146422 1.3928429, 103.9144837 1.3928065)",
322,1839721918,2274884807,0,173144832,yes,False,159.115,"LINESTRING (103.8987198 1.4087819, 103.8980494 1.4075176)",
323,1839721918,2274884850,0,173144832,yes,False,70.512,"LINESTRING (103.8987198 1.4087819, 103.8989996 1.409351)",
324,2274883007,2274883917,0,218215447,yes,False,229.783,"LINESTRING (103.911066 1.4034655, 103.9093817 1.4046635)",
325,2274883007,2274882752,0,218215447,yes,False,57.244,"LINESTRING (103.911066 1.4034655, 103.9114899 1.4031732)",
326,2274884034,411102718,0,173144832,yes,False,93.117,"LINESTRING (103.8971667 1.4049804, 103.8969466 1.4041724)",
327,2274884034,2274884362,0,173144832,yes,False,66.552,"LINESTRING (103.8971667 1.4049804, 103.8973393 1.4055535)",
328,1839721922,411102758,0,173144832,yes,False,228.432,"LINESTRING (103.9065795 1.4127369, 103.9075046 1.4145713)",
329,1839721922,411102762,0,173144832,yes,False,54.828,"LINESTRING (103.9065795 1.4127369, 103.9063563 1.4122972)",
330,2274884038,6587709456,0,218215445,yes,False,35.456,"LINESTRING (103.9020857 1.4049935, 103.9022357 1.4052749)",
331,2274884038,2274883899,0,218215445,yes,False,42.753,"LINESTRING (103.9020857 1.4049935, 103.9019595 1.4046303)",
332,2274871750,2274871725,0,218215447,yes,False,17.771,"LINESTRING (103.9140219 1.3928666, 103.9141731 1.3928147)",
333,2274871750,2274871798,0,218215447,yes,False,26.993,"LINESTRING (103.9140219 1.3928666, 103.913806 1.3929777)",
334,2274884044,2274884379,0,173144836,yes,False,66.518,"LINESTRING (103.8970791 1.4050049, 103.8972466 1.4055792)",
335,2274884044,2274883603,0,173144836,yes,False,94.312,"LINESTRING (103.8970791 1.4050049, 103.8968498 1.4041883)",
336,2274884054,4285849806,0,218215447,yes,False,54.942,"LINESTRING (103.9087633 1.4050742, 103.9083654 1.4053673)",
337,2274884054,2274883917,0,218215447,yes,False,82.529,"LINESTRING (103.9087633 1.4050742, 103.9093817 1.4046635)",
338,2274871778,2274871816,0,218215447,yes,False,13.62,"LINESTRING (103.9148308 1.3929422, 103.9149319 1.3930114)",
339,2274871778,2274871738,0,218215447,yes,False,23.695,"LINESTRING (103.9148308 1.3929422, 103.9146422 1.3928429)",
340,2274874856,2274874671,0,218215443,yes,False,35.06,"LINESTRING (103.9093106 1.3966609, 103.9095244 1.3964291)",
341,2274874856,2274874317,0,218215447,yes,False,115.085,"LINESTRING (103.9093106 1.3966609, 103.9101243 1.396021)",
342,2274874856,2274875267,0,218215447,yes,False,106.49,"LINESTRING (103.9093106 1.3966609, 103.9085976 1.3973005)",
343,411102699,2274881571,0,173144841,yes,False,25.354,"LINESTRING (103.9002592 1.4015893, 103.9002126 1.4018125)",yard
344,411102699,2274881272,0,173144841,yes,False,24.983,"LINESTRING (103.9002592 1.4015893, 103.9002383 1.4013656)",yard
345,411102702,5256652555,0,173144841,yes,False,22.063,"LINESTRING (103.9001179 1.4019721, 103.8999751 1.4021099)",yard
346,411102702,2274881571,0,173144841,yes,False,20.634,"LINESTRING (103.9001179 1.4019721, 103.9002126 1.4018125)",yard
347,2274884080,1839721787,0,218215448,yes,False,82.985,"LINESTRING (103.9088171 1.4051552, 103.9094083 1.4046995)",
348,2274884080,2274884395,0,218215448,yes,False,87.937,"LINESTRING (103.9088171 1.4051552, 103.9081781 1.4056214)",
349,411102704,411102707,0,173144841,yes,False,43.997,"LINESTRING (103.8999462 1.4021378, 103.8996183 1.4023594)",yard
350,411102704,5256652555,0,173144841,yes,False,4.466,"LINESTRING (103.8999462 1.4021378, 103.8999751 1.4021099)",yard
351,411102707,411102710,0,173144836,yes,False,126.879,"LINESTRING (103.8996183 1.4023594, 103.8985451 1.4027479)",
352,411102707,2274881946,0,173144836,yes,False,37.546,"LINESTRING (103.8996183 1.4023594, 103.8999376 1.4022493)",
353,411102707,411102704,0,173144841,yes,False,43.997,"LINESTRING (103.8996183 1.4023594, 103.8999462 1.4021378)",yard
354,2274882038,2274882056,0,173144832,yes,False,22.83,"LINESTRING (103.900219 1.4023736, 103.900423 1.4023973)",
355,2274882038,2274882069,0,173144832,yes,False,25.71,"LINESTRING (103.900219 1.4023736, 103.8999912 1.4024136)",
356,2274871799,411686901,0,218215448,yes,False,13.621,"LINESTRING (103.914951 1.3929777, 103.9148481 1.3929112)",
357,2274871799,2274871851,0,218215448,yes,False,13.431,"LINESTRING (103.914951 1.3929777, 103.915043 1.393056)",
358,2274871798,2274871750,0,218215447,yes,False,26.993,"LINESTRING (103.913806 1.3929777, 103.9140219 1.3928666)",
359,2274871798,2274871882,0,218215447,yes,False,26.067,"LINESTRING (103.913806 1.3929777, 103.9136174 1.393117)",
360,411102710,2274882650,0,173144836,yes,False,102.557,"LINESTRING (103.8985451 1.4027479, 103.8976765 1.4030588)",
361,411102710,411102707,0,173144836,yes,False,126.879,"LINESTRING (103.8985451 1.4027479, 103.8996183 1.4023594)",
362,411102710,2274882519,0,218215439,yes,False,25.692,"LINESTRING (103.8985451 1.4027479, 103.8983604 1.4028868)",
363,411102713,2274882934,0,173144832,yes,False,19.181,"LINESTRING (103.8971042 1.4034934, 103.897235 1.4033809)",
364,411102713,1839722280,0,173144832,yes,False,17.166,"LINESTRING (103.8971042 1.4034934, 103.897014 1.4036187)",
365,411102715,1839722280,0,173144832,yes,False,17.537,"LINESTRING (103.8969517 1.4037636, 103.897014 1.4036187)",
366,411102715,2274883456,0,173144832,yes,False,24.04,"LINESTRING (103.8969517 1.4037636, 103.8969103 1.4039758)",
367,411102718,2274883456,0,173144832,yes,False,22.23,"LINESTRING (103.8969466 1.4041724, 103.8969103 1.4039758)",
368,411102718,2274884034,0,173144832,yes,False,93.117,"LINESTRING (103.8969466 1.4041724, 103.8971667 1.4049804)",
369,411102721,2274884362,0,173144832,yes,False,53.184,"LINESTRING (103.8974846 1.4060092, 103.8973393 1.4055535)",
370,411102721,411102724,0,173144832,yes,False,60.178,"LINESTRING (103.8974846 1.4060092, 103.8976318 1.40653)",
371,411102724,411102721,0,173144832,yes,False,60.178,"LINESTRING (103.8976318 1.40653, 103.8974846 1.4060092)",
372,411102724,2274884769,0,173144832,yes,False,42.582,"LINESTRING (103.8976318 1.40653, 103.897767 1.4068883)",
373,411102726,2274884850,0,173144832,yes,False,198.36,"LINESTRING (103.8998586 1.4109146, 103.8989996 1.409351)",
374,411102726,1748996469,0,173144832,yes,False,131.39,"LINESTRING (103.8998586 1.4109146, 103.9004651 1.4119288)",
375,2274877959,2274876853,0,218215447,yes,False,67.912,"LINESTRING (103.9064012 1.3991203, 103.9068521 1.3987082)",
376,2274877959,2274878487,0,218215447,yes,False,51.666,"LINESTRING (103.9064012 1.3991203, 103.9060328 1.3994036)",
377,2274882056,2274882119,0,173144832,yes,False,22.941,"LINESTRING (103.900423 1.4023973, 103.9006161 1.4024701)",
378,2274882056,2274882038,0,173144832,yes,False,22.83,"LINESTRING (103.900423 1.4023973, 103.900219 1.4023736)",
379,2274871816,2274871869,0,218215447,yes,False,12.39,"LINESTRING (103.9149319 1.3930114, 103.9150112 1.3930897)",
380,2274871816,2274871778,0,218215447,yes,False,13.62,"LINESTRING (103.9149319 1.3930114, 103.9148308 1.3929422)",
381,2274875914,2274876348,0,218215447,yes,False,19.727,"LINESTRING (103.9181457 1.3981185, 103.9180847 1.3982851)",
382,2274875914,2274875623,0,218215447,yes,False,24.888,"LINESTRING (103.9181457 1.3981185, 103.9181895 1.397899)",
383,2274883080,2274883267,0,173144836,yes,False,20.846,"LINESTRING (103.8969052 1.4035715, 103.8968382 1.4037466)",
384,2274883080,2274882961,0,173144836,yes,False,19.781,"LINESTRING (103.8969052 1.4035715, 103.8970018 1.4034221)",
385,411102730,1748996475,0,173144832,yes,False,53.84,"LINESTRING (103.9009256 1.4129351, 103.9007162 1.4124985)",
386,411102730,411102732,0,173144832,yes,False,242.43,"LINESTRING (103.9009256 1.4129351, 103.9015465 1.4150251)",
387,411102732,411102730,0,173144832,yes,False,242.43,"LINESTRING (103.9015465 1.4150251, 103.9009256 1.4129351)",
388,411102732,2274884877,0,173144832,yes,False,22.411,"LINESTRING (103.9015465 1.4150251, 103.9016281 1.4152094)",
389,411102735,7114440519,0,173144832,yes,False,29.305,"LINESTRING (103.9023396 1.416097, 103.9021722 1.4158934)",
390,411102735,2274884969,0,173144832,yes,False,39.641,"LINESTRING (103.9023396 1.416097, 103.9025953 1.4163455)",
391,411102738,2274884999,0,173144832,yes,False,32.426,"LINESTRING (103.9044234 1.4174148, 103.9041469 1.4173219)",
392,411102738,1712357092,0,173144832,yes,False,26.361,"LINESTRING (103.9044234 1.4174148, 103.9046569 1.4174562)",
393,2274882069,2274882038,0,173144832,yes,False,25.71,"LINESTRING (103.8999912 1.4024136, 103.900219 1.4023736)",
394,2274882069,2274882141,0,173144832,yes,False,38.175,"LINESTRING (103.8999912 1.4024136, 103.8996596 1.4025029)",
395,411102747,1712357091,0,173144832,yes,False,24.099,"LINESTRING (103.9053003 1.4174192, 103.9050871 1.4174585)",
396,411102747,1712357087,0,173144832,yes,False,29.956,"LINESTRING (103.9053003 1.4174192, 103.905557 1.4173372)",
397,411102754,2274884955,0,173144832,yes,False,24.14,"LINESTRING (103.9077707 1.4154359, 103.9077576 1.4156526)",
398,411102754,2274884948,0,173144832,yes,False,26.848,"LINESTRING (103.9077707 1.4154359, 103.907753 1.4151951)",
399,411102758,1167584069,0,173144832,yes,False,41.974,"LINESTRING (103.9075046 1.4145713, 103.9076678 1.4149117)",
400,411102758,1839721922,0,173144832,yes,False,228.432,"LINESTRING (103.9075046 1.4145713, 103.9065795 1.4127369)",
401,2274874920,2274874620,0,173144843,yes,False,53.195,"LINESTRING (103.8978332 1.3967504, 103.8975878 1.3963397)",yard
402,2274874920,2274875129,0,173144843,yes,False,40.021,"LINESTRING (103.8978332 1.3967504, 103.8980003 1.3970692)",yard
403,411102762,1839721922,0,173144832,yes,False,54.828,"LINESTRING (103.9063563 1.4122972, 103.9065795 1.4127369)",
404,411102762,6532027391,0,173144832,yes,False,43.262,"LINESTRING (103.9063563 1.4122972, 103.9061613 1.4119605)",
405,2274882091,2274881970,0,218215447,yes,False,17.351,"LINESTRING (103.9009867 1.4024404, 103.9010086 1.4022859)",
406,2274882091,2274882210,0,218215447,yes,False,17.195,"LINESTRING (103.9009867 1.4024404, 103.9009932 1.4025949)",
407,2274871851,2274871799,0,218215448,yes,False,13.431,"LINESTRING (103.915043 1.393056, 103.914951 1.3929777)",
408,2274871851,411686467,0,218215448,yes,False,33.924,"LINESTRING (103.915043 1.393056, 103.9152343 1.3932937)",
409,411102763,6532027391,0,173144832,yes,False,287.385,"LINESTRING (103.9048658 1.4097239, 103.9061613 1.4119605)",
410,411102763,6532012981,0,173144832,yes,False,59.208,"LINESTRING (103.9048658 1.4097239, 103.9046017 1.4092615)",
411,411102764,6532027385,0,173144832,yes,False,93.952,"LINESTRING (103.903494 1.4073624, 103.9039384 1.4080811)",
412,411102764,2274884681,0,173144832,yes,False,125.449,"LINESTRING (103.903494 1.4073624, 103.9029617 1.4063676)",
413,411102765,2274884600,0,218215445,yes,False,56.158,"LINESTRING (103.9024307 1.4056407, 103.9027672 1.4060174)",
414,411102765,6587709456,0,218215445,yes,False,46.091,"LINESTRING (103.9024307 1.4056407, 103.9022357 1.4052749)",
415,411102766,411102767,0,173144836,yes,False,41.504,"LINESTRING (103.901094 1.4026665, 103.9008396 1.4023933)",
416,411102766,2274883134,0,173144836,yes,False,124.463,"LINESTRING (103.901094 1.4026665, 103.9016317 1.4036483)",
417,411102766,2274881157,0,173144843,yes,False,195.531,"LINESTRING (103.901094 1.4026665, 103.9002017 1.4011511)",yard
418,411102767,2274881964,0,173144836,yes,False,21.43,"LINESTRING (103.9008396 1.4023933, 103.9006861 1.4022767)",
419,411102767,411102766,0,173144836,yes,False,41.504,"LINESTRING (103.9008396 1.4023933, 103.901094 1.4026665)",
420,411102768,5702120063,0,173144836,yes,False,7.8,"LINESTRING (103.9004468 1.402181, 103.9003767 1.402178)",
421,411102768,2274881964,0,173144836,yes,False,28.651,"LINESTRING (103.9004468 1.402181, 103.9006861 1.4022767)",
422,411686452,411686453,0,218215448,yes,False,192.316,"LINESTRING (103.9046747 1.4080003, 103.9061208 1.4070509)",
423,411686452,2274884827,0,218215448,yes,False,16.612,"LINESTRING (103.9046747 1.4080003, 103.9045461 1.4080764)",
424,411686453,411686455,0,218215448,yes,False,189.522,"LINESTRING (103.9061208 1.4070509, 103.9075124 1.4060662)",
425,411686453,411686452,0,218215448,yes,False,192.316,"LINESTRING (103.9061208 1.4070509, 103.9046747 1.4080003)",
426,411686455,2274884395,0,218215448,yes,False,89.007,"LINESTRING (103.9075124 1.4060662, 103.9081781 1.4056214)",
427,411686455,411686453,0,218215448,yes,False,189.522,"LINESTRING (103.9075124 1.4060662, 103.9061208 1.4070509)",
428,411686457,2274882786,0,218215448,yes,False,55.961,"LINESTRING (103.9110983 1.4034957, 103.9115091 1.4032048)",
429,411686457,1839721787,0,218215448,yes,False,230.673,"LINESTRING (103.9110983 1.4034957, 103.9094083 1.4046995)",
430,411686458,411686459,0,218215448,yes,False,322.88,"LINESTRING (103.9128752 1.4022373, 103.9152176 1.4005203)",
431,411686458,2274882440,0,218215448,yes,False,107.509,"LINESTRING (103.9128752 1.4022373, 103.9120932 1.4028062)",
432,411686459,2274879651,0,218215448,yes,False,94.203,"LINESTRING (103.9152176 1.4005203, 103.9159226 1.4000502)",
433,411686459,411686458,0,218215448,yes,False,322.88,"LINESTRING (103.9152176 1.4005203, 103.9128752 1.4022373)",
434,2274871868,2274872011,0,218215448,yes,False,41.041,"LINESTRING (103.9135928 1.3930861, 103.9133086 1.3933217)",
435,2274871868,411686017,0,218215448,yes,False,26.515,"LINESTRING (103.9135928 1.3930861, 103.9137856 1.3929457)",
436,2274871869,2274872007,0,218215447,yes,False,32.575,"LINESTRING (103.9150112 1.3930897, 103.9151979 1.3933155)",
437,2274871869,2274871816,0,218215447,yes,False,12.39,"LINESTRING (103.9150112 1.3930897, 103.9149319 1.3930114)",
438,411686461,1839722276,0,218215448,yes,False,21.662,"LINESTRING (103.9181126 1.3983023, 103.9181859 1.3981218)",
439,411686461,1839722277,0,218215448,yes,False,19.43,"LINESTRING (103.9181126 1.3983023, 103.9180155 1.3984476)",
440,2274883134,411102766,0,173144836,yes,False,124.463,"LINESTRING (103.9016317 1.4036483, 103.901094 1.4026665)",
441,2274883134,2274883438,0,173144836,yes,False,33.426,"LINESTRING (103.9016317 1.4036483, 103.9017148 1.4039372)",
442,411686463,411686465,0,218215448,yes,False,219.892,"LINESTRING (103.9180297 1.3971922, 103.9168808 1.3955824)",
443,411686463,2274875333,0,218215448,yes,False,27.369,"LINESTRING (103.9180297 1.3971922, 103.9181573 1.3974027)",
444,411686462,1839722275,0,218215448,yes,False,27.888,"LINESTRING (103.9182295 1.397897, 103.9182171 1.3976465)",
445,411686462,1839722276,0,218215448,yes,False,25.462,"LINESTRING (103.9182295 1.397897, 103.9181859 1.3981218)",
446,411686465,1839721882,0,218215448,yes,False,79.446,"LINESTRING (103.9168808 1.3955824, 103.9164862 1.3949867)",
447,411686465,411686463,0,218215448,yes,False,219.892,"LINESTRING (103.9168808 1.3955824, 103.9180297 1.3971922)",
448,411686466,411686467,0,218215448,yes,False,36.72,"LINESTRING (103.9154338 1.3935569, 103.9152343 1.3932937)",
449,411686466,2274872287,0,218215448,yes,False,49.505,"LINESTRING (103.9154338 1.3935569, 103.915698 1.3939153)",
450,411686467,2274871851,0,218215448,yes,False,33.924,"LINESTRING (103.9152343 1.3932937, 103.915043 1.393056)",
451,411686467,411686466,0,218215448,yes,False,36.72,"LINESTRING (103.9152343 1.3932937, 103.9154338 1.3935569)",
452,411686468,2274871698,0,218215448,yes,False,18.329,"LINESTRING (103.9144904 1.3927676, 103.9143261 1.3927537)",
453,411686468,411686567,0,218215448,yes,False,18.498,"LINESTRING (103.9144904 1.3927676, 103.9146511 1.3928108)",
454,411686469,411686017,0,218215448,yes,False,28.511,"LINESTRING (103.9140083 1.3928185, 103.9137856 1.3929457)",
