,u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,service,bridge,access,tunnel,junction
2133,5177330357,5177330359,0,533694401,False,,service,,5.675,"LINESTRING (103.908437 1.4004036, 103.9084492 1.4003812, 103.9084504 1.4003557)",,,,,,
2134,5177330357,5177330362,0,533694401,False,,service,,25.520999999999997,"LINESTRING (103.908437 1.4004036, 103.9084163 1.4004185, 103.9083912 1.400423, 103.9083666 1.4004161, 103.9083475 1.4003992, 103.9083375 1.4003757, 103.9083388 1.4003503, 103.908351 1.4003279, 103.9083716 1.400313, 103.9083968 1.4003085)",,,,,,
2135,5177330359,5177330355,0,533694399,False,,service,,12.944,"LINESTRING (103.9084504 1.4003557, 103.9085415 1.4002832)",1,,,,,
2136,5177330359,5177330362,0,533694401,False,,service,,8.5,"LINESTRING (103.9084504 1.4003557, 103.9084405 1.4003322, 103.9084213 1.4003154, 103.9083968 1.4003085)",,,,,,
2137,5177330359,5177330357,0,533694401,False,,service,,5.675,"LINESTRING (103.9084504 1.4003557, 103.9084492 1.4003812, 103.908437 1.4004036)",,,,,,
2138,5177330362,4698110445,0,533694400,False,,service,,14.955,"LINESTRING (103.9083968 1.4003085, 103.9085064 1.4002305)",1,,,,,
2139,5177330362,5177330357,0,533694401,False,,service,,25.521,"LINESTRING (103.9083968 1.4003085, 103.9083716 1.400313, 103.908351 1.4003279, 103.9083388 1.4003503, 103.9083375 1.4003757, 103.9083475 1.4003992, 103.9083666 1.4004161, 103.9083912 1.400423, 103.9084163 1.4004185, 103.908437 1.4004036)",,,,,,
2140,5177330362,5177330359,0,533694401,False,,service,,8.5,"LINESTRING (103.9083968 1.4003085, 103.9084213 1.4003154, 103.9084405 1.4003322, 103.9084504 1.4003557)",,,,,,
2141,5177330384,5177330357,0,"[533694402, 533694396, 533694397, 533694398]",False,,service,,296.787,"LINESTRING (103.9074752 1.4010139, 103.9072805 1.401159, 103.9072681 1.4011784, 103.9072611 1.4012067, 103.9072646 1.4012315, 103.907526 1.4015639, 103.9075595 1.4015773, 103.9075917 1.4015826, 103.90764 1.4015652, 103.908627 1.4009257, 103.9086807 1.4008613, 103.9086941 1.400797, 103.9086901 1.4007393, 103.9086767 1.4006978, 103.908437 1.4004036)",,,,,,
2142,5177330385,4697941876,0,476147268,False,Punggol Central,tertiary,60,49.605,"LINESTRING (103.907324 1.4020768, 103.9076905 1.4018223)",3,,,,,
2143,5177330385,2274881915,0,"[476147272, 476147274, 476147268]",False,Punggol Central,tertiary,60,85.568,"LINESTRING (103.907324 1.4020768, 103.9072901 1.4021003, 103.9069848 1.4023043, 103.9066905 1.4025138)","['6', '3', '4']",,,,,
2144,5177330385,7284059474,0,"[533694403, 533694405]",False,,service,,68.586,"LINESTRING (103.907324 1.4020768, 103.9072323 1.4019902, 103.9072068 1.4019781, 103.9071773 1.4019808, 103.9070486 1.4020251, 103.907015 1.4020318, 103.9069748 1.4020251, 103.9069439 1.4020063, 103.9068442 1.4018497)",1,,,,,
2145,5177330394,7284059459,0,533694404,False,,service,,26.514000000000003,"LINESTRING (103.9066348 1.4016128, 103.9066086 1.4016162, 103.9065819 1.4016276, 103.9064301 1.4017299)",2,,,,,
2146,5177330394,7284059455,0,780097803,False,,service,,41.091,"LINESTRING (103.9066348 1.4016128, 103.9066328 1.4015411, 103.9066382 1.401407, 103.9066395 1.4012434)",,,,,,
2147,5177330394,7284059478,0,780097807,False,,service,,27.279,"LINESTRING (103.9066348 1.4016128, 103.906659 1.4016155, 103.9066891 1.4016322, 103.9067998 1.4017824)",2,,,,,
2148,5177330397,5284866465,0,174886183,False,Punggol Road,secondary,60,75.089,"LINESTRING (103.9060055 1.4020051, 103.9057549 1.401378)",3,,,,,
2149,5177330397,2274882073,0,174886183,False,Punggol Road,secondary,60,49.261,"LINESTRING (103.9060055 1.4020051, 103.9061699 1.4024165)",3,,,,,
2150,5177330397,7284059459,0,780097802,False,,service,,56.251,"LINESTRING (103.9060055 1.4020051, 103.9064301 1.4017299)",2,,,,,
2151,5177334299,6375013729,0,646623321,False,,service,,31.821,"LINESTRING (103.9074935 1.3963672, 103.9072712 1.3965475)",,,,,,
2152,5177334300,5256518625,0,533695084,False,,service,,26.42,"LINESTRING (103.9064702 1.3971832, 103.9066615 1.3970422)",,,,,,
2153,5177334300,411687477,0,"[75138970, 35092359]",False,Edgefield Plains,residential,50,83.52799999999999,"LINESTRING (103.9064702 1.3971832, 103.9062868 1.3969022, 103.9062779 1.3968375, 103.9062894 1.3967739, 103.9062897 1.3967507, 103.9062823 1.3966966, 103.9062487 1.3966679, 103.9061957 1.3966546, 103.9061428 1.3966679, 103.9061025 1.3967047)","['1', '2']",,,,,
2154,5177334300,5256518641,0,75138970,False,Edgefield Plains,residential,50,62.864,"LINESTRING (103.9064702 1.3971832, 103.9065457 1.397286, 103.9065877 1.3973432, 103.9068049 1.3976389)",2,,,,,
2155,5178392191,3905780734,0,582392189,False,Punggol Field,residential,50,26.21,"LINESTRING (103.8950709 1.4036522, 103.8948381 1.4036896)",,,,,,
2156,5178392191,4004999716,0,"[231414426, 776661342]",False,Punggol Field,residential,50,65.374,"LINESTRING (103.8950709 1.4036522, 103.8953769 1.403599, 103.8956501 1.4035503)",2,,,,,
2157,5178392191,5178392194,0,533821480,False,,residential,50,46.563,"LINESTRING (103.8950709 1.4036522, 103.894964 1.4037281, 103.8949252 1.4037717, 103.8948901 1.4038565, 103.8948543 1.4039893)",1,,,,,
2158,5178392194,3905780734,0,582392192,False,Sumang Walk,residential,50,33.374,"LINESTRING (103.8948543 1.4039893, 103.8948381 1.4036896)",3,,,,,
2159,5178392194,5178392191,0,533821480,False,,residential,50,46.563,"LINESTRING (103.8948543 1.4039893, 103.8948901 1.4038565, 103.8949252 1.4037717, 103.894964 1.4037281, 103.8950709 1.4036522)",1,,,,,
2160,5178392194,4005007233,0,"[620532292, 780096524, 780096525, 703353366, 534994110]",False,Sumang Walk,residential,50,203.26999999999998,"LINESTRING (103.8948543 1.4039893, 103.8949009 1.4042332, 103.8949411 1.4044531, 103.8949665 1.4045737, 103.895046 1.4050761, 103.8951567 1.4057919)","['2', '3', '4']",,,,,
2161,5178392195,3905780733,0,582392191,False,Sumang Walk,residential,50,22.832,"LINESTRING (103.8947783 1.4039029, 103.8947437 1.4037005)",,,,,,
2162,5178392195,5178392199,0,533821481,False,,residential,50,39.408,"LINESTRING (103.8947783 1.4039029, 103.8947467 1.4038612, 103.8947097 1.4038281, 103.8946242 1.4037597, 103.8944827 1.4037389)",3,,,,,
2163,5178392195,3905780732,0,"[620512932, 704905446, 534631116, 534994105, 534994108]",False,Sumang Walk,residential,50,293.36600000000004,"LINESTRING (103.8947783 1.4039029, 103.8949705 1.405059, 103.8949825 1.4051299, 103.8950846 1.4057978, 103.8951395 1.4061759, 103.895186 1.4065094)","['3', '2']",,,,,
2164,5178392199,3905780733,0,582392190,False,Punggol Field,residential,50,29.326,"LINESTRING (103.8944827 1.4037389, 103.8947437 1.4037005)",3,,,,,
2165,5178392199,5178392195,0,533821481,False,,residential,50,39.408,"LINESTRING (103.8944827 1.4037389, 103.8946242 1.4037597, 103.8947097 1.4038281, 103.8947467 1.4038612, 103.8947783 1.4039029)",3,,,,,
2166,5178392199,4853608215,0,"[512918112, 620532293, 652556634, 652556635, 652556636, 780095711]",False,Punggol Field,residential,50,358.326,"LINESTRING (103.8944827 1.4037389, 103.8943429 1.4037599, 103.8942718 1.4037686, 103.8936375 1.4038632, 103.8928235 1.4039811, 103.8922037 1.4040755, 103.8912973 1.4042313)","['2', '3', '4']",,,,,
2167,5178392200,3905778593,0,582392185,False,Punggol Field,residential,50,20.94,"LINESTRING (103.8945508 1.4036446, 103.8947374 1.4036188)",2,,,,,
2168,5178392200,4004974094,0,629342812,False,Punggol Field,residential,50,69.39,"LINESTRING (103.8945508 1.4036446, 103.8939345 1.4037437)",2,,,,,
2169,5178392200,5178392203,0,533821482,False,,residential,50,16.571,"LINESTRING (103.8945508 1.4036446, 103.8945915 1.4036135, 103.8946215 1.4035819, 103.8946509 1.4035363)",1,,,,,
2170,5178392203,5680984299,0,646260388,False,,service,,4.618,"LINESTRING (103.8946509 1.4035363, 103.8946109 1.4035251)",,,,,,
2171,5178392203,5178392200,0,533821482,False,,residential,50,16.571,"LINESTRING (103.8946509 1.4035363, 103.8946215 1.4035819, 103.8945915 1.4036135, 103.8945508 1.4036446)",1,,,,,
2172,5178392203,5178392204,0,533821482,False,,residential,50,19.878,"LINESTRING (103.8946509 1.4035363, 103.8946769 1.4034757, 103.8946997 1.403402, 103.8947049 1.4033667)",1,,,,,
2173,5178392204,3905778593,0,582392186,False,Sumang Walk,residential,50,28.264,"LINESTRING (103.8947049 1.4033667, 103.8947374 1.4036188)",3,,,,,
2174,5178392204,5178392203,0,533821482,False,,residential,50,19.878,"LINESTRING (103.8947049 1.4033667, 103.8946997 1.403402, 103.8946769 1.4034757, 103.8946509 1.4035363)",1,,,,,
2175,5178392204,5178399575,0,"[620532294, 780096526, 512918111]",False,Sumang Walk,residential,50,111.232,"LINESTRING (103.8947049 1.4033667, 103.894697 1.4031915, 103.8946875 1.4030842, 103.8945931 1.4023732)","['2', '3', '4']",,,,,
2176,5178392205,3905778923,0,582392188,False,Punggol Field,residential,50,55.098,"LINESTRING (103.8953179 1.4035374, 103.894827 1.4036059)",3,,,,,
2177,5178392205,5178392209,0,533821483,False,,residential,50,62.88,"LINESTRING (103.8953179 1.4035374, 103.8951999 1.4035079, 103.8950564 1.4035266, 103.8949639 1.4035293, 103.8949089 1.4035092, 103.8948633 1.4034717, 103.8948023 1.4034067)",1,,,,,
2178,5178392205,4004974091,0,"[649654128, 620532295]",False,Punggol Field,residential,50,69.712,"LINESTRING (103.8953179 1.4035374, 103.8955566 1.4034911, 103.8959348 1.4034248)","['2', '4']",,,,,
2179,5178392209,4004973154,0,397459104,False,Sumang Walk,residential,50,67.534,"LINESTRING (103.8948023 1.4034067, 103.8947249 1.4028043)",2,,,,,
2180,5178392209,3905778923,0,582392187,False,Sumang Walk,residential,50,22.32,"LINESTRING (103.8948023 1.4034067, 103.894827 1.4036059)",2,,,,,
2181,5178392209,5178392205,0,533821483,False,,residential,50,62.879999999999995,"LINESTRING (103.8948023 1.4034067, 103.8948633 1.4034717, 103.8949089 1.4035092, 103.8949639 1.4035293, 103.8950564 1.4035266, 103.8951999 1.4035079, 103.8953179 1.4035374)",1,,,,,
2182,5178399567,4003660548,0,582392182,False,Sumang Crescent,residential,50,22.043,"LINESTRING (103.8910585 1.4029135, 103.8910207 1.4027189)",2,,,,,
2183,5178399567,4002523905,0,"[620536679, 780102022, 512918103]",False,Sumang Crescent,residential,50,136.576,"LINESTRING (103.8910585 1.4029135, 103.8911084 1.4033367, 103.8911418 1.4036197, 103.8912024 1.4041333)",2,,,,,
2184,5178399567,5178399570,0,533822796,False,,residential,50,41.425,"LINESTRING (103.8910585 1.4029135, 103.8909379 1.4028142, 103.890873 1.4027954, 103.8907286 1.4027593)",1,,,,,
2185,5178399570,4003660548,0,582392181,False,Sumang Lane,residential,50,32.78,"LINESTRING (103.8907286 1.4027593, 103.8910207 1.4027189)",1,,,,,
2186,5178399570,5862685469,0,620536508,False,Sumang Lane,residential,50,32.818,"LINESTRING (103.8907286 1.4027593, 103.8904381 1.4028119)",2,,,,,
2187,5178399570,5178399567,0,533822796,False,,residential,50,41.425,"LINESTRING (103.8907286 1.4027593, 103.890873 1.4027954, 103.8909379 1.4028142, 103.8910585 1.4029135)",1,,,,,
2188,5178399571,4003656720,0,582412292,False,Sumang Lane,residential,50,16.838,"LINESTRING (103.8948055 1.4021531, 103.8946566 1.4021809)",2,,,,,
2189,5178399571,4004973796,0,"[652556040, 397579049, 512918108]",False,Sumang Lane,residential,50,97.22800000000001,"LINESTRING (103.8948055 1.4021531, 103.8951771 1.4020921, 103.8955707 1.4020288, 103.8956028 1.4020207, 103.8956307 1.4020028, 103.8956514 1.4019769)",1,,,,,
2190,5178399571,5178399574,0,533822797,False,,residential,50,27.212,"LINESTRING (103.8948055 1.4021531, 103.8947605 1.4021911, 103.8947304 1.4022393, 103.8946803 1.4023582)",1,,,,,
2191,5178399574,4003656720,0,582412293,False,Sumang Walk,residential,50,19.89,"LINESTRING (103.8946803 1.4023582, 103.8946566 1.4021809)",1,,,,,
2192,5178399574,5178399571,0,533822797,False,,residential,50,27.212000000000003,"LINESTRING (103.8946803 1.4023582, 103.8947304 1.4022393, 103.8947605 1.4021911, 103.8948055 1.4021531)",1,,,,,
2193,5178399574,4004973154,0,"[397459104, 620537700]",False,Sumang Walk,residential,50,49.858000000000004,"LINESTRING (103.8946803 1.4023582, 103.8947104 1.4026244, 103.8947249 1.4028043)",2,,,,,
2194,5178399575,4003656731,0,582412294,False,Sumang Walk,residential,50,20.206,"LINESTRING (103.8945931 1.4023732, 103.8945668 1.4021934)",2,,,,,
2195,5178399575,5178392204,0,"[780096526, 620532294, 512918111]",False,Sumang Walk,residential,50,111.232,"LINESTRING (103.8945931 1.4023732, 103.8946875 1.4030842, 103.894697 1.4031915, 103.8947049 1.4033667)","['3', '2', '4']",,,,,
2196,5178399575,5178399578,0,533822798,False,,residential,50,27.503,"LINESTRING (103.8945931 1.4023732, 103.8945544 1.4023357, 103.8944898 1.4022808, 103.8944025 1.402216)",1,,,,,
2197,5178399578,4003656731,0,582412295,False,Sumang Lane,residential,50,18.436,"LINESTRING (103.8944025 1.402216, 103.8945668 1.4021934)",1,,,,,
2198,5178399578,5178399575,0,533822798,False,,residential,50,27.503,"LINESTRING (103.8944025 1.402216, 103.8944898 1.4022808, 103.8945544 1.4023357, 103.8945931 1.4023732)",1,,,,,
2199,5178399578,4004970468,0,"[652539873, 652539875, 620537702]",False,Sumang Lane,residential,50,197.622,"LINESTRING (103.8944025 1.402216, 103.8941029 1.4022637, 103.8938494 1.4022986, 103.8926446 1.4024809)","['1', '2']",,,,,
2200,5181566596,376194074,0,582303265,False,Punggol Central,residential,50,49.645,"LINESTRING (103.897064 1.4064628, 103.8975106 1.4064641)",4,,,,,
2201,5181566596,5181566599,0,534234679,False,,secondary_link,50,79.936,"LINESTRING (103.897064 1.4064628, 103.8973795 1.4065556, 103.8975082 1.4066414, 103.897665 1.4068171)",1,,,,,
2202,5181566596,4598671864,0,"[620509281, 620509282, 534630727]",False,Punggol Central,residential,50,152.83800000000002,"LINESTRING (103.897064 1.4064628, 103.8965625 1.4064708, 103.8963398 1.4064789, 103.8956921 1.4065392)","['5', '3']",,,,,
2203,5181566599,4005068184,0,"[655806818, 74668485]",False,Punggol Way,secondary,60,169.08899999999997,"LINESTRING (103.897665 1.4068171, 103.8979442 1.4074595, 103.8981489 1.4078632, 103.8983152 1.4081911)",3,,,,,
2204,5181566599,5181566596,0,534234679,False,,secondary_link,50,79.936,"LINESTRING (103.897665 1.4068171, 103.8975082 1.4066414, 103.8973795 1.4065556, 103.897064 1.4064628)",1,,,,,
2205,5181566599,376194074,0,"[630421629, 582303270]",False,Punggol Way,secondary,60,42.84,"LINESTRING (103.897665 1.4068171, 103.8975633 1.4065847, 103.8975106 1.4064641)",3,,,,,
2206,5184479707,5184479712,0,534628592,False,,footway,,48.168,"LINESTRING (103.9110059 1.4209955, 103.9111054 1.4210294, 103.9111577 1.4210362, 103.911273 1.4210496, 103.9113092 1.4210616, 103.9113548 1.4211032, 103.9113897 1.4211514)",,,,,,
2207,5184479707,5184479712,1,534628596,False,,footway,,76.08900000000001,"LINESTRING (103.9110059 1.4209955, 103.911147 1.4209235, 103.9112341 1.4208994, 103.9113267 1.4209007, 103.9113978 1.420941, 103.9114407 1.4209839, 103.9114648 1.4210469, 103.9114447 1.4210992, 103.9114152 1.4211367, 103.9113897 1.4211514)",,,,,,
2208,5184479707,5184479709,0,534628596,False,,footway,,31.294999999999998,"LINESTRING (103.9110059 1.4209955, 103.9109579 1.4210201, 103.9108962 1.4210898, 103.9108477 1.4212152)",,,,,,
2209,5184479709,5556054329,0,534628591,False,,footway,,34.269,"LINESTRING (103.9108477 1.4212152, 103.9105724 1.4210765)",,,,,,
2210,5184479709,5184479707,0,534628596,False,,footway,,31.295,"LINESTRING (103.9108477 1.4212152, 103.9108962 1.4210898, 103.9109579 1.4210201, 103.9110059 1.4209955)",,,,,,
2211,5184479709,5184479712,0,534628596,False,,footway,,63.537,"LINESTRING (103.9108477 1.4212152, 103.9109579 1.4212641, 103.9110209 1.4212708, 103.9113897 1.4211514)",,,,,,
2212,5184479712,5184479707,0,534628592,False,,footway,,48.168,"LINESTRING (103.9113897 1.4211514, 103.9113548 1.4211032, 103.9113092 1.4210616, 103.911273 1.4210496, 103.9111577 1.4210362, 103.9111054 1.4210294, 103.9110059 1.4209955)",,,,,,
2213,5184479712,5184479707,1,534628596,False,,footway,,76.089,"LINESTRING (103.9113897 1.4211514, 103.9114152 1.4211367, 103.9114447 1.4210992, 103.9114648 1.4210469, 103.9114407 1.4209839, 103.9113978 1.420941, 103.9113267 1.4209007, 103.9112341 1.4208994, 103.911147 1.4209235, 103.9110059 1.4209955)",,,,,,
2214,5184479712,5184479709,0,534628596,False,,footway,,63.537,"LINESTRING (103.9113897 1.4211514, 103.9110209 1.4212708, 103.9109579 1.4212641, 103.9108477 1.4212152)",,,,,,
2215,5184594329,3849482161,0,534644338,False,,footway,,43.255,"LINESTRING (103.9100282 1.4067981, 103.9099319 1.4064212)",,,yes,,,
2216,5184594373,1754665306,0,534644339,False,,footway,,52.495,"LINESTRING (103.9034857 1.4115451, 103.9035898 1.411532, 103.9036529 1.4115239, 103.903736 1.4114944, 103.9037991 1.4114582, 103.9039184 1.4113798)",,,,,,
2217,5184594389,5184594406,0,381783544,False,,footway,,87.349,"LINESTRING (103.9020659 1.4118933, 103.902072 1.411849, 103.902099 1.411699, 103.902102 1.411584, 103.902088 1.411424, 103.9020891 1.411355, 103.9021106 1.4112866, 103.9021797 1.411129)",,,,,,
2218,5184594389,3849482168,0,381783544,False,,footway,,113.65,"LINESTRING (103.9020659 1.4118933, 103.9020731 1.4119302, 103.9020932 1.4119891, 103.902141 1.412038, 103.902369 1.41214, 103.902454 1.412159, 103.902515 1.412155, 103.9025867 1.4121433, 103.9026296 1.4121085, 103.9026926 1.412091, 103.9027651 1.4120937, 103.9028428 1.4121125, 103.9028898 1.4121018, 103.902932 1.4120562)",,,,,,
2219,5184594389,1748996472,0,534644340,False,,footway,,172.255,"LINESTRING (103.9020659 1.4118933, 103.9019094 1.4118564, 103.9018303 1.4118544, 103.90166 1.4118651, 103.9015326 1.4119, 103.9013877 1.4119811, 103.9011262 1.4122238, 103.90109 1.4122653, 103.9010592 1.412335, 103.9010458 1.4123846, 103.9010243 1.4124356, 103.9009613 1.4124892, 103.9008195 1.4125701)",,,,,,
2220,5184594390,5184594401,0,534644341,False,,footway,,11.331,"LINESTRING (103.9026965 1.4111429, 103.9027542 1.4112269)",,,,,,
2221,5184594390,5184594402,0,534644341,False,,footway,,21.295,"LINESTRING (103.9026965 1.4111429, 103.9026229 1.4110359, 103.9026075 1.4109762)",,,,,,
2222,5184594390,5184594402,1,534644341,False,,footway,,86.53499999999998,"LINESTRING (103.9026965 1.4111429, 103.9028496 1.4109273, 103.9028616 1.4108831, 103.9028576 1.4108402, 103.9028335 1.4107946, 103.9027838 1.4107664, 103.9027235 1.4107678, 103.9026833 1.4107879, 103.9026538 1.4108214, 103.9026162 1.410879, 103.9026075 1.4109762)",,,,,,
2223,5184594401,5184594390,0,534644341,False,,footway,,11.331,"LINESTRING (103.9027542 1.4112269, 103.9026965 1.4111429)",,,,,,
2224,5184594402,5184594390,0,534644341,False,,footway,,86.535,"LINESTRING (103.9026075 1.4109762, 103.9026162 1.410879, 103.9026538 1.4108214, 103.9026833 1.4107879, 103.9027235 1.4107678, 103.9027838 1.4107664, 103.9028335 1.4107946, 103.9028576 1.4108402, 103.9028616 1.4108831, 103.9028496 1.4109273, 103.9026965 1.4111429)",,,,,,
2225,5184594402,5184594390,1,534644341,False,,footway,,21.295,"LINESTRING (103.9026075 1.4109762, 103.9026229 1.4110359, 103.9026965 1.4111429)",,,,,,
2226,5184594402,5184594406,0,534644342,False,,footway,,52.644999999999996,"LINESTRING (103.9026075 1.4109762, 103.9025545 1.4110305, 103.9024781 1.4110828, 103.902415 1.411111, 103.9021797 1.411129)",,,,,,
2227,5184594406,3849482185,0,381783544,False,,footway,,64.057,"LINESTRING (103.9021797 1.411129, 103.9022434 1.4109836, 103.9022917 1.4109313, 103.902397 1.410818, 103.902408 1.410734, 103.9023633 1.410637)",,,,,,
2228,5184594406,5184594389,0,381783544,False,,footway,,87.349,"LINESTRING (103.9021797 1.411129, 103.9021106 1.4112866, 103.9020891 1.411355, 103.902088 1.411424, 103.902102 1.411584, 103.902099 1.411699, 103.902072 1.411849, 103.9020659 1.4118933)",,,,,,
2229,5184594406,5184594402,0,534644342,False,,footway,,52.644999999999996,"LINESTRING (103.9021797 1.411129, 103.902415 1.411111, 103.9024781 1.4110828, 103.9025545 1.4110305, 103.9026075 1.4109762)",,,,,,
2230,5184777620,5184781250,0,"[534667352, 534667354]",False,,"['steps', 'footway']",,70.412,"LINESTRING (103.9182363 1.4006278, 103.9182836 1.4006697, 103.9182994 1.4006939, 103.9182131 1.4007906, 103.9178894 1.4005363)",,,yes,,,
2231,5184780721,5184781250,0,534667354,False,,footway,,7.689,"LINESTRING (103.9178337 1.4004953, 103.9178894 1.4005363)",,,yes,,,
2232,5184780724,5184781250,0,534667353,False,,steps,,15.623999999999999,"LINESTRING (103.9179534 1.4004174, 103.917958 1.4004309, 103.9179517 1.4004478, 103.9178894 1.4005363)",,,,,,
2233,5184781250,5184780721,0,534667354,False,,footway,,7.689,"LINESTRING (103.9178894 1.4005363, 103.9178337 1.4004953)",,,yes,,,
2234,5184781250,5184780724,0,534667353,False,,steps,,15.624,"LINESTRING (103.9178894 1.4005363, 103.9179517 1.4004478, 103.917958 1.4004309, 103.9179534 1.4004174)",,,,,,
2235,5184781250,5184777620,0,"[534667352, 534667354]",False,,"['steps', 'footway']",,70.412,"LINESTRING (103.9178894 1.4005363, 103.9182131 1.4007906, 103.9182994 1.4006939, 103.9182836 1.4006697, 103.9182363 1.4006278)",,,yes,,,
2236,5198082603,5272661717,0,536647010,False,,service,,24.652,"LINESTRING (103.8927454 1.4031613, 103.8925257 1.4031915)",,driveway,,,,
2237,5198082603,4004973186,0,645255758,False,,service,,17.125,"LINESTRING (103.8927454 1.4031613, 103.8927232 1.4030089)",,driveway,,,,
2238,5198082603,4004974093,0,645255760,False,,service,,28.946,"LINESTRING (103.8927454 1.4031613, 103.8927829 1.4034189)",,driveway,,,,
2239,5198082604,5198082606,0,536647012,False,,service,,37.25,"LINESTRING (103.8926236 1.4032826, 103.8926531 1.4034784, 103.8927889 1.4034601)",,driveway,,,,
2240,5198082606,4004974093,0,645257990,False,,service,,4.63,"LINESTRING (103.8927889 1.4034601, 103.8927829 1.4034189)",,driveway,,,,
2241,5198082606,5198082604,0,536647012,False,,service,,37.25,"LINESTRING (103.8927889 1.4034601, 103.8926531 1.4034784, 103.8926236 1.4032826)",,driveway,,,,
2242,5198082606,5680984292,0,"[596289605, 645257991]",False,,service,,42.625,"LINESTRING (103.8927889 1.4034601, 103.892824 1.4037016, 103.8928406 1.4038399)",,driveway,,,,
2243,5198082607,5198082608,0,536647014,False,,service,,24.404,"LINESTRING (103.8920783 1.4036381, 103.8921118 1.403855)",,driveway,,,,
2244,5198082608,5198082607,0,536647014,False,,service,,24.404,"LINESTRING (103.8921118 1.403855, 103.8920783 1.4036381)",,driveway,,,,
2245,5198082608,5198082609,0,645287407,False,,service,,16.5,"LINESTRING (103.8921118 1.403855, 103.8919651 1.4038776)",,driveway,,,,
2246,5198082608,5681062000,0,536647016,False,,service,,43.879,"LINESTRING (103.8921118 1.403855, 103.8924136 1.4038085, 103.8924272 1.4038968)",,driveway,,,,
2247,5198082609,5198082608,0,645287407,False,,service,,16.5,"LINESTRING (103.8919651 1.4038776, 103.8921118 1.403855)",,driveway,,,,
2248,5198082611,5681062000,0,645287406,False,,service,,8.411,"LINESTRING (103.8924403 1.4039713, 103.8924272 1.4038968)",,driveway,,,,
2249,5198082611,4853608217,0,"[780102433, 620536683, 629347639]",False,Punggol Field,residential,50,107.66499999999999,"LINESTRING (103.8924403 1.4039713, 103.8919196 1.4040397, 103.891609 1.4040804, 103.89148 1.4040974)",2,,,,,
2250,5198082611,4004974094,0,"[780095712, 780091195, 397459100]",False,Punggol Field,residential,50,168.017,"LINESTRING (103.8924403 1.4039713, 103.8929549 1.40389, 103.8937099 1.4037774, 103.8939345 1.4037437)",2,,,,,
2251,5198082612,5198082613,0,536647018,False,,service,,24.108,"LINESTRING (103.8919539 1.402933, 103.891923 1.4027184)",,driveway,,,,
2252,5198082613,5198082612,0,536647018,False,,service,,24.108,"LINESTRING (103.891923 1.4027184, 103.8919539 1.402933)",,driveway,,,,
2253,5198082613,5198082615,0,536647020,False,,service,,83.381,"LINESTRING (103.891923 1.4027184, 103.8926654 1.4026113)",,driveway,,,,
2254,5198082613,5198082614,0,645286163,False,,service,,17.689,"LINESTRING (103.891923 1.4027184, 103.8917655 1.4027411)",,driveway,,,,
2255,5198082614,5198082613,0,645286163,False,,service,,17.689,"LINESTRING (103.8917655 1.4027411, 103.891923 1.4027184)",,driveway,,,,
2256,5198082615,4004973186,0,397719197,False,,service,,44.676,"LINESTRING (103.8926654 1.4026113, 103.8927232 1.4030089)",,driveway,,,,
2257,5198082615,5198082613,0,536647020,False,,service,,83.381,"LINESTRING (103.8926654 1.4026113, 103.891923 1.4027184)",,driveway,,,,
2258,5198082615,5680984282,0,645255759,False,,service,,3.914,"LINESTRING (103.8926654 1.4026113, 103.8926608 1.4025764)",,driveway,,,,
2259,5211630221,6375013691,0,680813128,False,,footway,,9.486,"LINESTRING (103.9082367 1.3957343, 103.9082837 1.3958055)",,,,,,
2260,5211630221,6375013685,0,680813126,False,,footway,,61.256,"LINESTRING (103.9082367 1.3957343, 103.9084607 1.395546, 103.9086162 1.3957523)",,,,,,
2261,5211630221,6375013582,0,680813126,False,,footway,,125.595,"LINESTRING (103.9082367 1.3957343, 103.9076901 1.3951898, 103.907557 1.3954001, 103.9074573 1.3954448)",,,,,,
2262,5217190601,5217190602,0,539116562,False,,service,,28.033,"LINESTRING (103.9170198 1.3937776, 103.9172281 1.3936355)",2,parking_aisle,,,,
2263,5217190601,1840905924,0,644913111,False,Tebing Lane,residential,50,21.519,"LINESTRING (103.9170198 1.3937776, 103.9171349 1.3939332)",2,,,,,
2264,5217190601,1840905917,0,722498252,False,Tebing Lane,residential,50,61.67,"LINESTRING (103.9170198 1.3937776, 103.9166899 1.3933317)",2,,,,,
2265,5217190602,5217190601,0,539116562,False,,service,,28.033,"LINESTRING (103.9172281 1.3936355, 103.9170198 1.3937776)",2,parking_aisle,,,,
2266,5217190602,5217190602,0,539116563,False,,service,,141.849,"LINESTRING (103.9172281 1.3936355, 103.9171469 1.3935148, 103.9171425 1.3935037, 103.9171435 1.3934961, 103.9171486 1.3934885, 103.917205 1.3934509, 103.9172553 1.3934174, 103.917265 1.3934153, 103.9172731 1.3934174, 103.9172797 1.3934224, 103.9175282 1.3937979, 103.9175308 1.393807, 103.9175323 1.3938162, 103.9175308 1.3938238, 103.9175272 1.3938294, 103.9174337 1.393898, 103.9174251 1.393901, 103.9174164 1.3939025, 103.9174108 1.393902, 103.9174058 1.3938995, 103.9174002 1.3938915, 103.9172281 1.3936355)",1,parking_aisle,,,,
