,u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,service,bridge,access,tunnel,junction
0,368897810,373096527,0,74477405,False,Punggol East,primary,50,16.086,"LINESTRING (103.9166314 1.3953869, 103.9167131 1.3955063)",,,,,,
1,368897810,2274873982,0,383281857,False,Punggol Central,tertiary,60,29.033,"LINESTRING (103.9166314 1.3953869, 103.9164202 1.3955405)",3,,,,,
2,368897810,369175567,0,737957951,False,Punggol Central,tertiary,60,21.766,"LINESTRING (103.9166314 1.3953869, 103.9167883 1.3952698)",,,,,,
3,368897810,2274873406,0,"[630420435, 383281863]",False,Punggol East,primary,60,31.23,"LINESTRING (103.9166314 1.3953869, 103.9165264 1.3952493, 103.916461 1.3951636)",3,,,,,
4,368897966,373096533,0,383281850,False,Edgedale Plains,residential,40,17.629,"LINESTRING (103.9128445 1.3980923, 103.9129423 1.3982171)",,,,,,
5,368897966,2274876138,0,383281858,False,Punggol Central,tertiary,60,31.522,"LINESTRING (103.9128445 1.3980923, 103.912612 1.3982546)",3,,,,,
6,368897966,411679980,0,534638687,False,Punggol Central,tertiary,60,12.426,"LINESTRING (103.9128445 1.3980923, 103.9129379 1.3980309)",4,,,,,
7,368897966,2274875430,0,620264526,False,Edgedale Plains,residential,40,31.706,"LINESTRING (103.9128445 1.3980923, 103.9126808 1.3978588)",3,,,,,
8,368898713,373096623,0,75138968,False,Edgefield Plains,residential,40,15.644,"LINESTRING (103.9090579 1.4008299, 103.909135 1.4009476)",,,,,,
9,368898713,2274880313,0,325024323,False,Edgefield Plains,residential,40,34.271,"LINESTRING (103.9090579 1.4008299, 103.9088758 1.4005812)",2,,,,,
10,368898713,373096990,0,325024330,False,Punggol Central,tertiary,60,14.233,"LINESTRING (103.9090579 1.4008299, 103.908953 1.4009033)",,,,,,
11,368898713,2274880197,0,476147266,False,Punggol Central,tertiary,60,31.124,"LINESTRING (103.9090579 1.4008299, 103.9092798 1.4006592)",4,,,,,
12,368899628,376194047,0,74668479,False,Punggol Way,secondary,60,14.354,"LINESTRING (103.8976929 1.4063554, 103.8977348 1.4064775)",4,,,,,
13,368899628,369166424,0,174281637,False,Punggol Central,tertiary,50,23.923,"LINESTRING (103.8976929 1.4063554, 103.8974777 1.4063536)",4,,,,,
14,368899628,4430972624,0,445716718,False,Punggol Central,tertiary,60,39.296,"LINESTRING (103.8976929 1.4063554, 103.8980464 1.406355)",4,,,,,
15,368899628,4004994591,0,445716728,False,Punggol Way,secondary,60,36.679,"LINESTRING (103.8976929 1.4063554, 103.897594 1.4060407)",3,,,,,
16,368899632,4598672221,0,476395123,False,Punggol Walk,residential,50,35.429,"LINESTRING (103.9007804 1.4060179, 103.9006951 1.4057109)",3,,,,,
17,368899632,2274884591,0,500373595,False,Punggol Central,tertiary,60,15.324,"LINESTRING (103.9007804 1.4060179, 103.9009087 1.4059675)",,,,,,
18,368899632,373096660,0,500373596,False,Punggol Walk,residential,50,15.067,"LINESTRING (103.9007804 1.4060179, 103.900832 1.4061432)",,,,,,
19,368899632,1748996424,0,582412262,False,Punggol Central,tertiary,60,32.898,"LINESTRING (103.9007804 1.4060179, 103.9005046 1.4061252)",3,,,,,
20,368899633,373096643,0,74953808,False,Punggol Place,residential,50,14.305,"LINESTRING (103.9038354 1.4043366, 103.9039067 1.4044437)",3,,,,,
21,368899633,411679981,0,173767824,False,Punggol Central,tertiary,60,9.379,"LINESTRING (103.9038354 1.4043366, 103.9037633 1.4043804)",3,,,,,
22,368899633,4427352185,0,173767826,False,Punggol Place,residential,50,32.053,"LINESTRING (103.9038354 1.4043366, 103.9036825 1.4040922)",2,,,,,
23,368899633,4427352188,0,445282964,False,Punggol Central,tertiary,60,35.203,"LINESTRING (103.9038354 1.4043366, 103.9041064 1.4041728)",4,,,,,
24,368899634,373096628,0,74662287,False,Punggol Road,secondary,60,13.263,"LINESTRING (103.9063242 1.4027819, 103.9063671 1.4028932)",3,,,,,
25,368899634,368902639,0,74962086,False,Punggol Central,tertiary,60,14.871,"LINESTRING (103.9063242 1.4027819, 103.9062096 1.4028509)",4,,,,,
26,368899634,2274881915,0,476147273,False,Punggol Central,tertiary,60,50.465,"LINESTRING (103.9063242 1.4027819, 103.9066905 1.4025138)",4,,,,,
27,368899634,2274882073,0,582412255,False,Punggol Road,secondary,60,44.103,"LINESTRING (103.9063242 1.4027819, 103.9061699 1.4024165)",3,,,,,
28,368900542,2274879836,0,383281849,False,Edgedale Plains,residential,50,24.896,"LINESTRING (103.9147505 1.4007321, 103.9146219 1.4005488)",3,,,,,
29,368900542,411679982,0,534635085,False,Punggol Drive,residential,50,11.405,"LINESTRING (103.9147505 1.4007321, 103.9148335 1.4006718)",,,,,,
30,368900542,2274881012,0,534635088,False,Punggol Drive,residential,50,23.58,"LINESTRING (103.9147505 1.4007321, 103.914581 1.4008596)",2,,,,,
31,368900542,395048584,0,534635090,False,Edgedale Plains,residential,50,18.745,"LINESTRING (103.9147505 1.4007321, 103.9148496 1.4008685)",,,,,,
32,368901446,2274884761,0,74962072,False,Punggol Place,residential,40,24.064,"LINESTRING (103.9053287 1.4072315, 103.905242 1.4070332)",3,,,,,
33,368901446,411679984,0,197540845,False,Punggol Drive,residential,50,9.977,"LINESTRING (103.9053287 1.4072315, 103.905411 1.4071957)",3,,,,,
34,368901446,395048534,0,500372423,False,Punggol Place,residential,40,16.282,"LINESTRING (103.9053287 1.4072315, 103.9053812 1.4073682)",,,,,,
35,368901446,2274884797,0,500372424,False,Punggol Drive,residential,50,29.269,"LINESTRING (103.9053287 1.4072315, 103.9050972 1.4073569)",2,,,,,
36,368901452,2274884131,0,476158178,False,Punggol Road,secondary,60,32.641,"LINESTRING (103.9076287 1.4058411, 103.9074815 1.4055871)",4,,,,,
37,368901452,395048535,0,500372302,False,Punggol Road,secondary,60,19.132,"LINESTRING (103.9076287 1.4058411, 103.9077163 1.4059892)",4,,,,,
38,368901452,411679983,0,500372306,False,Punggol Drive,residential,50,13.828,"LINESTRING (103.9076287 1.4058411, 103.9077311 1.4057705)",3,,,,,
39,368901452,2274884613,0,"[582412249, 630420275]",False,Punggol Drive,residential,50,40.152,"LINESTRING (103.9076287 1.4058411, 103.9074075 1.4059986, 103.9073345 1.4060506)",2,,,,,
40,368901455,395048575,0,32759679,False,Edgefield Plains,residential,40,21.381,"LINESTRING (103.910928 1.4034522, 103.9110425 1.4036067)",,,,,,
41,368901455,373096980,0,534634680,False,Punggol Drive,residential,50,11.312,"LINESTRING (103.910928 1.4034522, 103.9108485 1.4035157)",,,,,,
42,368901455,2274882750,0,620213241,False,Punggol Drive,residential,50,61.943,"LINESTRING (103.910928 1.4034522, 103.9113762 1.4031212)",3,,,,,
43,368901455,2274882854,0,737480372,False,Edgefield Plains,residential,40,23.234,"LINESTRING (103.910928 1.4034522, 103.9108044 1.4032837)",2,,,,,
44,368902639,373096632,0,74662283,False,Punggol Road,secondary,60,13.794,"LINESTRING (103.9062096 1.4028509, 103.9062514 1.4029677)",3,,,,,
45,368902639,368899634,0,74962086,False,Punggol Central,tertiary,60,14.871,"LINESTRING (103.9062096 1.4028509, 103.9063242 1.4027819)",4,,,,,
46,368902639,2274882621,0,582412253,False,Punggol Central,tertiary,60,33.778,"LINESTRING (103.9062096 1.4028509, 103.9059567 1.4030193)",3,,,,,
47,368902639,2274882083,0,582412254,False,Punggol Road,secondary,60,31.604,"LINESTRING (103.9062096 1.4028509, 103.9060952 1.4025907)",4,,,,,
48,368902719,411679989,0,74477399,False,Punggol Field,residential,50,18.129,"LINESTRING (103.9049553 1.39991, 103.9050898 1.3998178)",3,,,,,
49,368902719,411679990,0,174886184,False,Punggol Road,secondary,60,19.349,"LINESTRING (103.9049553 1.39991, 103.9050242 1.4000698)",4,,,,,
50,368902719,4427352169,0,582412281,False,Punggol Road,secondary,60,37.966,"LINESTRING (103.9049553 1.39991, 103.9048079 1.399602)",4,,,,,
51,368902719,4427352178,0,582412285,False,Punggol Field,residential,50,39.326,"LINESTRING (103.9049553 1.39991, 103.9046394 1.4000692)",2,,,,,
52,368918172,5177295837,0,644683382,False,Punggol Place,residential,40,48.714,"LINESTRING (103.9023044 1.3992664, 103.9019259 1.3994872)",2,,,,,
53,368918172,368918178,0,35091916,False,Punggol Place,residential,40,22.805999999999997,"LINESTRING (103.9023044 1.3992664, 103.9023451 1.3991535, 103.9023587 1.3990695)",1,,,,,
54,368918172,2274877857,0,693032929,False,Punggol Place,residential,40,39.486000000000004,"LINESTRING (103.9023044 1.3992664, 103.9024984 1.399168, 103.9025509 1.39912, 103.9025635 1.3990547)",1,,,,,
55,368918178,368918172,0,35091916,False,Punggol Place,residential,40,22.805999999999997,"LINESTRING (103.9023587 1.3990695, 103.9023451 1.3991535, 103.9023044 1.3992664)",1,,,,,
56,368918178,2274877857,0,35091916,False,Punggol Place,residential,40,35.972,"LINESTRING (103.9023587 1.3990695, 103.9023824 1.3989958, 103.9024346 1.3989616, 103.9024887 1.398959, 103.9025423 1.398991, 103.9025635 1.3990547)",1,,,,,
57,368918178,4598898423,0,645246524,False,,service,,23.012,"LINESTRING (103.9023587 1.3990695, 103.9022715 1.3990138, 103.902192 1.3989475)",2,driveway,,,,
58,368918181,5256422836,0,636849866,False,Punggol Place,residential,40,28.303,"LINESTRING (103.901586 1.4007421, 103.9014513 1.4005261)",3,,,,,
59,368918181,4598672197,0,"[704824587, 35091918]",False,Punggol Place,residential,40,54.384,"LINESTRING (103.901586 1.4007421, 103.9016799 1.4009352, 103.90181 1.4011768)","['3', '2']",,,,,
60,368918181,4598672198,0,"[704824586, 190451327]",False,Punggol Place,residential,40,58.539,"LINESTRING (103.901586 1.4007421, 103.9017724 1.400958, 103.9019164 1.4011516)","['1', '2']",,,,,
61,368920397,2274874178,0,476149336,False,Punggol Field,residential,50,30.793,"LINESTRING (103.9109561 1.3953768, 103.9107444 1.3955554)",3,,,,,
62,368920397,411683826,0,534637114,False,Punggol Field,residential,50,12.083,"LINESTRING (103.9109561 1.3953768, 103.9110416 1.3953097)",,,,,,
63,368920397,411679976,0,534637117,False,Edgedale Plains,residential,40,17.93,"LINESTRING (103.9109561 1.3953768, 103.9108511 1.3952544)",,,,,,
64,368920397,2274874004,0,708841667,False,Edgedale Plains,residential,50,35.951,"LINESTRING (103.9109561 1.3953768, 103.9111428 1.3956408)",2,,,,,
65,368920400,411102666,0,173963239,False,Punggol East,primary,60,14.59,"LINESTRING (103.9145328 1.3923954, 103.914456 1.392289)",,,,,,
66,368920400,369175543,0,173963243,False,Punggol Field,residential,50,16.745,"LINESTRING (103.9145328 1.3923954, 103.9146504 1.3923013)",,,,,,
67,368920400,2274871672,0,383281864,False,Punggol East,primary,60,40.484,"LINESTRING (103.9145328 1.3923954, 103.9147461 1.3926905)",3,,,,,
68,368920400,2274871671,0,383281866,False,Punggol Field,residential,50,52.117,"LINESTRING (103.9145328 1.3923954, 103.9141667 1.3926882)",3,,,,,
69,368921576,369166473,0,35092176,False,Punggol Field,residential,50,20.979,"LINESTRING (103.8968902 1.4033694, 103.8967028 1.4033917)",3,,,,,
70,368921576,411679973,0,500374533,False,Punggol Way,secondary,60,12.187,"LINESTRING (103.8968902 1.4033694, 103.8968612 1.4032637)",4,,,,,
71,368921576,4004985388,0,500374534,False,Punggol Field,residential,40,200.41199999999998,"LINESTRING (103.8968902 1.4033694, 103.897285 1.4032828, 103.8977472 1.4031878, 103.8986384 1.4029334)",2,,,,,
72,368921576,4004986814,0,"[620530723, 620530724]",False,Punggol Way,secondary,60,97.836,"LINESTRING (103.8968902 1.4033694, 103.8969442 1.4036342, 103.8970211 1.4039905, 103.8970714 1.4042304)","['3', '4']",,,,,
73,368921578,2274882221,0,534632367,False,Punggol Field,residential,50,14.545,"LINESTRING (103.8994279 1.4026412, 103.8995508 1.4025963)",,,,,,
74,368921578,411685204,0,534632378,False,Punggol Walk,residential,50,16.036,"LINESTRING (103.8994279 1.4026412, 103.8993799 1.4025052)",2,,,,,
75,368921578,4598671872,0,582412279,False,Punggol Walk,residential,50,37.357,"LINESTRING (103.8994279 1.4026412, 103.899555 1.4029522)",2,,,,,
76,368921578,4598671868,0,582412280,False,Punggol Field,residential,40,36.33,"LINESTRING (103.8994279 1.4026412, 103.8991207 1.4027527)",3,,,,,
77,368921589,4698074733,0,75138970,False,Edgefield Plains,residential,50,31.539,"LINESTRING (103.9072047 1.398188, 103.9070516 1.3979492)",2,,,,,
78,368921589,411679985,0,512918169,False,Punggol Field,residential,50,8.457,"LINESTRING (103.9072047 1.398188, 103.9071445 1.3982345)",2,,,,,
79,368921589,411679974,0,534993644,False,Edgefield Plains,residential,50,19.518,"LINESTRING (103.9072047 1.398188, 103.9072954 1.3983383)",3,,,,,
80,368921589,4698074729,0,620519866,False,Punggol Field,residential,50,27.962,"LINESTRING (103.9072047 1.398188, 103.9073965 1.3980253)",3,,,,,
81,368927583,5862767203,0,32758741,False,Punggol East,primary,70,14.65,"LINESTRING (103.9136226 1.3910755, 103.9137044 1.3911788)",3,,,,,
82,368927583,5862767208,0,620546643,False,Punggol Field Walk,residential,50,16.126,"LINESTRING (103.9136226 1.3910755, 103.9137358 1.3909848)",,,,,,
83,368927583,5218349080,0,621114246,False,Punggol East,primary,70,17.011,"LINESTRING (103.9136226 1.3910755, 103.9135268 1.3909562)",,,,,,
84,368927583,5277959903,0,620546638,False,Punggol Field Walk,residential,50,17.732,"LINESTRING (103.9136226 1.3910755, 103.9135515 1.391115, 103.9135174 1.3911379, 103.9134892 1.391162)",2,,,,,
85,368927585,5218349081,0,539261592,False,Punggol Field Walk,residential,50,11.477,"LINESTRING (103.9125026 1.3919502, 103.9124364 1.391871)",3,,,,,
86,368927585,5218349066,0,620546646,False,Punggol Field Walk,residential,50,10.129,"LINESTRING (103.9125026 1.3919502, 103.9125736 1.3918931)",2,,,,,
87,368927585,4491725462,0,32759756,False,Punggol Field Walk,residential,50,66.853,"LINESTRING (103.9125026 1.3919502, 103.9125949 1.3920921, 103.9128657 1.3924287)",2,,,,,
88,368930446,4697831198,0,32759835,False,Punggol Seventeenth Avenue,residential,50,17.9,"LINESTRING (103.9042128 1.4174388, 103.9042735 1.4172897)",,,,,,
89,368930446,5218807996,0,539309562,False,Punggol Way,secondary,50,8.53,"LINESTRING (103.9042128 1.4174388, 103.9041418 1.4174097)",,,,,,
90,368930446,5218807982,0,582303321,False,Punggol Way,secondary,50,20.124,"LINESTRING (103.9042128 1.4174388, 103.9043865 1.4174898)",3,,,,,
91,368930446,5218807988,0,582303323,False,Northshore Link,residential,50,20.601,"LINESTRING (103.9042128 1.4174388, 103.9041733 1.4175082, 103.9041278 1.4176033)",,,,,,
92,368930452,1749002699,0,163137280,False,Punggol Seventeenth Avenue,residential,50,72.243,"LINESTRING (103.9053203 1.4155865, 103.9058255 1.4159952)",2,,,,,
93,368930452,368931966,0,646138487,False,Punggol Seventeenth Avenue,residential,50,122.706,"LINESTRING (103.9053203 1.4155865, 103.9044888 1.4148607)",2,,,,,
94,368930452,5256748785,0,646845858,False,Punggol Seventeenth Avenue,residential,50,52.317,"LINESTRING (103.9053203 1.4155865, 103.9056836 1.4152874)",2,,,,,
95,368930452,5218887526,0,646138488,False,Punggol Seventeenth Avenue,residential,50,71.00399999999999,"LINESTRING (103.9053203 1.4155865, 103.9051482 1.4157358, 103.9049338 1.4160862)",2,,,,,
96,368931966,368933876,0,33335303,False,Punggol Seventeenth Avenue,residential,50,128.004,"LINESTRING (103.9044888 1.4148607, 103.9036101 1.4141167)",,,,,,
97,368931966,368930452,0,646138487,False,Punggol Seventeenth Avenue,residential,50,122.706,"LINESTRING (103.9044888 1.4148607, 103.9053203 1.4155865)",2,,,,,
98,368931966,4604732761,0,"[721661465, 645327358]",False,Punggol Seventeenth Avenue,residential,50,68.434,"LINESTRING (103.9044888 1.4148607, 103.9041276 1.4152658, 103.9040937 1.4152846, 103.9040598 1.4152816)",2,,,,,
99,368931974,5556264978,0,33335304,False,Punggol Seventeenth Avenue,residential,50,76.474,"LINESTRING (103.9054064 1.4166401, 103.9048176 1.4162844)",2,,,,,
100,368931974,1712357052,0,"[515980168, 646140539]",False,Punggol Seventeenth Avenue,"['residential', 'footway']",50,138.546,"LINESTRING (103.9054064 1.4166401, 103.9056565 1.4167946, 103.9060596 1.4170305, 103.9064891 1.4168047)",,,,,,
101,368931974,1749002699,0,"[721661464, 720127783]",False,Punggol Seventeenth Avenue,residential,50,85.518,"LINESTRING (103.9054064 1.4166401, 103.905509 1.4164791, 103.905749 1.4161078, 103.9058255 1.4159952)",2,,,,,
102,368933876,368931966,0,33335303,False,Punggol Seventeenth Avenue,residential,50,128.004,"LINESTRING (103.9036101 1.4141167, 103.9044888 1.4148607)",,,,,,
103,368937029,5556054120,0,365594548,False,Ponggol Twenty-Fourth Avenue,residential,50,52.178,"LINESTRING (103.9096659 1.4195508, 103.9101166 1.4194197)",2,,,,,
104,368937029,368937039,0,465501539,False,Ponggol Twenty-Fourth Avenue,residential,50,80.476,"LINESTRING (103.9096659 1.4195508, 103.9089657 1.4197347)",2,,,,,
105,368937029,368937035,0,"[641118905, 465501538, 365594549, 641118822]",False,Ponggol Twenty-Fourth Avenue,residential,50,222.714,"LINESTRING (103.9096659 1.4195508, 103.9096101 1.4193522, 103.9094213 1.4187259, 103.9093908 1.4186735, 103.9093294 1.4186569, 103.9084554 1.4187288, 103.9083146 1.4187444)",2,,,,,
106,368937035,368937039,0,32760051,False,Ponggol Twenty-Fourth Avenue,residential,50,148.689,"LINESTRING (103.9083146 1.4187444, 103.908356 1.4190461, 103.9084024 1.4192875, 103.9084402 1.4194052, 103.9084833 1.4194917, 103.9085433 1.419571, 103.9086596 1.4196646, 103.9087885 1.4197196, 103.9089657 1.4197347)",2,,,,,
107,368937035,3035715094,0,"[299569770, 231414421]",False,Ponggol Twenty-Fourth Avenue,"['residential', 'track']",50,172.32899999999998,"LINESTRING (103.9083146 1.4187444, 103.9082862 1.4184465, 103.9077345 1.4185288, 103.9076851 1.4188516, 103.9074019 1.4190841)",,,,,,
108,368937035,368937029,0,"[641118905, 465501538, 365594549, 641118822]",False,Ponggol Twenty-Fourth Avenue,residential,50,222.714,"LINESTRING (103.9083146 1.4187444, 103.9084554 1.4187288, 103.9093294 1.4186569, 103.9093908 1.4186735, 103.9094213 1.4187259, 103.9096101 1.4193522, 103.9096659 1.4195508)",2,,,,,
109,368937039,2398078764,0,231414420,False,Track 19,residential,50,86.512,"LINESTRING (103.9089657 1.4197347, 103.9082276 1.4199814)",,,,,,
110,368937039,368937029,0,465501539,False,Ponggol Twenty-Fourth Avenue,residential,50,80.476,"LINESTRING (103.9089657 1.4197347, 103.9096659 1.4195508)",2,,,,,
111,368937039,368937035,0,32760051,False,Ponggol Twenty-Fourth Avenue,residential,50,148.689,"LINESTRING (103.9089657 1.4197347, 103.9087885 1.4197196, 103.9086596 1.4196646, 103.9085433 1.419571, 103.9084833 1.4194917, 103.9084402 1.4194052, 103.9084024 1.4192875, 103.908356 1.4190461, 103.9083146 1.4187444)",2,,,,,
112,368956312,368957072,0,32760717,False,,service,,94.472,"LINESTRING (103.9093932 1.3946878, 103.9100538 1.3941533)",,,,,,
113,368957072,368956312,0,32760717,False,,service,,94.472,"LINESTRING (103.9100538 1.3941533, 103.9093932 1.3946878)",,,,,,
114,368957072,5218398223,0,641080747,False,Edgedale Plains,residential,40,37.69,"LINESTRING (103.9100538 1.3941533, 103.9098601 1.3938751)",2,,,,,
115,368957072,4491725474,0,"[649802730, 620514876]",False,Edgedale Plains,residential,40,75.7,"LINESTRING (103.9100538 1.3941533, 103.9101559 1.3942798, 103.9104772 1.3946865)","['3', '2']",,,,,
116,369166424,368899628,0,174281637,False,Punggol Central,tertiary,50,23.923,"LINESTRING (103.8974777 1.4063536, 103.8976929 1.4063554)",4,,,,,
117,369166424,4699838981,0,476389378,False,Punggol Way,secondary,60,52.707,"LINESTRING (103.8974777 1.4063536, 103.8973378 1.4059007)",4,,,,,
118,369166424,376194074,0,500373727,False,Punggol Way,secondary,60,12.82,"LINESTRING (103.8974777 1.4063536, 103.8975106 1.4064641)",4,,,,,
119,369166424,4699838984,0,582303267,False,Punggol Central,residential,50,43.751,"LINESTRING (103.8974777 1.4063536, 103.8970842 1.4063616)",3,,,,,
120,369166473,368921576,0,35092176,False,Punggol Field,residential,50,20.979,"LINESTRING (103.8967028 1.4033917, 103.8968902 1.4033694)",3,,,,,
121,369166473,411679959,0,476693039,False,Punggol Way,secondary,60,10.864,"LINESTRING (103.8967028 1.4033917, 103.8966903 1.4032948)",4,,,,,
122,369166473,4702038552,0,582412286,False,Punggol Way,secondary,60,25.486,"LINESTRING (103.8967028 1.4033917, 103.8967475 1.4036165)",3,,,,,
123,369166473,4702038549,0,582412288,False,Punggol Field,residential,50,31.188,"LINESTRING (103.8967028 1.4033917, 103.8964235 1.4034183)",3,,,,,
124,369175543,411102673,0,173963241,False,Punggol East,primary,60,14.516,"LINESTRING (103.9146504 1.3923013, 103.9145753 1.3921945)",,,,,,
125,369175543,368920400,0,173963243,False,Punggol Field,residential,50,16.745,"LINESTRING (103.9146504 1.3923013, 103.9145328 1.3923954)",,,,,,
126,369175543,3593810031,0,353574238,False,Punggol Field,residential,50,36.719,"LINESTRING (103.9146504 1.3923013, 103.9149076 1.3920941)",2,,,,,
127,369175543,3593810028,0,620514216,False,Punggol East,primary,60,37.66,"LINESTRING (103.9146504 1.3923013, 103.9148429 1.39258)",4,,,,,
128,369175567,373096523,0,74477406,False,Punggol East,primary,50,16.394,"LINESTRING (103.9167883 1.3952698, 103.9168727 1.3953907)",,,,,,
129,369175567,6192623094,0,666954913,False,Punggol Central,tertiary,60,9.39,"LINESTRING (103.9167883 1.3952698, 103.9168578 1.3952218)",3,,,,,
130,369175567,368897810,0,737957951,False,Punggol Central,tertiary,60,21.766,"LINESTRING (103.9167883 1.3952698, 103.9166314 1.3953869)",,,,,,
131,369175567,5218422733,0,"[630420434, 476145611]",False,Punggol East,primary,60,29.191,"LINESTRING (103.9167883 1.3952698, 103.9166704 1.3951061, 103.9166348 1.3950568)",3,,,,,
132,373096523,369175567,0,74477406,False,Punggol East,primary,50,16.394,"LINESTRING (103.9168727 1.3953907, 103.9167883 1.3952698)",,,,,,
133,373096523,373096527,0,534636066,False,Punggol Central,tertiary,60,21.909,"LINESTRING (103.9168727 1.3953907, 103.9167131 1.3955063)",,,,,,
134,373096523,6192623093,0,682831299,False,Punggol Central,tertiary,60,9.809,"LINESTRING (103.9168727 1.3953907, 103.9169447 1.3953397)",3,,,,,
135,373096523,5218422734,0,682831300,False,Punggol East,primary,50,39.96,"LINESTRING (103.9168727 1.3953907, 103.917078 1.3956857)",4,,,,,
136,373096527,368897810,0,74477405,False,Punggol East,primary,50,16.086,"LINESTRING (103.9167131 1.3955063, 103.9166314 1.3953869)",,,,,,
137,373096527,2274874105,0,166527473,False,Punggol East,primary,50,34.565,"LINESTRING (103.9167131 1.3955063, 103.9168995 1.3957551)",3,,,,,
138,373096527,373096523,0,534636066,False,Punggol Central,tertiary,60,21.909,"LINESTRING (103.9167131 1.3955063, 103.9168727 1.3953907)",,,,,,
139,373096527,2274874276,0,620263125,False,Punggol Central,tertiary,60,31.335,"LINESTRING (103.9167131 1.3955063, 103.9164876 1.3956754)",3,,,,,
140,373096533,368897966,0,383281850,False,Edgedale Plains,residential,40,17.629,"LINESTRING (103.9129423 1.3982171, 103.9128445 1.3980923)",,,,,,
141,373096533,411102684,0,534638684,False,Punggol Central,tertiary,60,11.633,"LINESTRING (103.9129423 1.3982171, 103.913025 1.398153)",,,,,,
142,373096533,2274876679,0,620264528,False,Punggol Central,tertiary,60,72.479,"LINESTRING (103.9129423 1.3982171, 103.912406 1.3985878)",4,,,,,
143,373096533,2274876548,0,635693449,False,Edgedale Plains,residential,40,37.766,"LINESTRING (103.9129423 1.3982171, 103.9131396 1.3984936)",2,,,,,
144,373096623,2274880832,0,75138967,False,Punggol Central,tertiary,60,32.476,"LINESTRING (103.909135 1.4009476, 103.9093751 1.4007812)",3,,,,,
145,373096623,368898713,0,75138968,False,Edgefield Plains,residential,40,15.644,"LINESTRING (103.909135 1.4009476, 103.9090579 1.4008299)",,,,,,
146,373096623,2274881314,0,476162266,False,Edgefield Plains,residential,40,35.216,"LINESTRING (103.909135 1.4009476, 103.9093156 1.4012078)",3,,,,,
147,373096623,373096988,0,534638193,False,Punggol Central,tertiary,60,13.768,"LINESTRING (103.909135 1.4009476, 103.9090336 1.4010187)",,,,,,
148,373096628,368899634,0,74662287,False,Punggol Road,secondary,60,13.263,"LINESTRING (103.9063671 1.4028932, 103.9063242 1.4027819)",3,,,,,
149,373096628,373096632,0,74962084,False,Punggol Central,tertiary,60,15.298,"LINESTRING (103.9063671 1.4028932, 103.9062514 1.4029677)",4,,,,,
150,373096628,2274882386,0,582412256,False,Punggol Central,tertiary,60,28.841,"LINESTRING (103.9063671 1.4028932, 103.9065893 1.4027593)",3,,,,,
151,373096628,2274883021,0,582412257,False,Punggol Road,secondary,60,40.145,"LINESTRING (103.9063671 1.4028932, 103.9065025 1.4032279)",4,,,,,
152,373096632,368902639,0,74662283,False,Punggol Road,secondary,60,13.794,"LINESTRING (103.9062514 1.4029677, 103.9062096 1.4028509)",3,,,,,
153,373096632,373096628,0,74962084,False,Punggol Central,tertiary,60,15.298,"LINESTRING (103.9062514 1.4029677, 103.9063671 1.4028932)",4,,,,,
154,373096632,1167575152,0,476389869,False,Punggol Central,tertiary,60,46.446,"LINESTRING (103.9062514 1.4029677, 103.9059194 1.4032213)",4,,,,,
155,373096632,1167575172,0,582412258,False,Punggol Road,secondary,60,49.596,"LINESTRING (103.9062514 1.4029677, 103.9064076 1.4033855)",3,,,,,
156,373096643,368899633,0,74953808,False,Punggol Place,residential,50,14.305,"LINESTRING (103.9039067 1.4044437, 103.9038354 1.4043366)",3,,,,,
157,373096643,411102677,0,74962089,False,Punggol Central,tertiary,60,9.727,"LINESTRING (103.9039067 1.4044437, 103.9038275 1.4044809)",4,,,,,
158,373096643,4427352391,0,445282963,False,Punggol Central,tertiary,60,25.406,"LINESTRING (103.9039067 1.4044437, 103.904112 1.4043433)",3,,,,,
159,373096643,4427352399,0,445282970,False,Punggol Place,residential,50,31.195,"LINESTRING (103.9039067 1.4044437, 103.9040443 1.4046882)",3,,,,,
160,373096660,1167544109,0,476389382,False,Punggol Central,tertiary,60,28.25,"LINESTRING (103.900832 1.4061432, 103.9006034 1.4062542)",4,,,,,
161,373096660,368899632,0,500373596,False,Punggol Walk,residential,50,15.067,"LINESTRING (103.900832 1.4061432, 103.9007804 1.4060179)",,,,,,
162,373096660,1167567948,0,500373597,False,Punggol Central,tertiary,60,14.869,"LINESTRING (103.900832 1.4061432, 103.9009545 1.4060895)",,,,,,
163,373096660,1167544116,0,582412261,False,Punggol Walk,residential,50,33.317,"LINESTRING (103.900832 1.4061432, 103.9009379 1.4064235)",2,,,,,
164,373096980,395048536,0,383281852,False,Edgefield Plains,residential,40,22.067,"LINESTRING (103.9108485 1.4035157, 103.9109694 1.4036731)",,,,,,
165,373096980,368901455,0,534634680,False,Punggol Drive,residential,50,11.312,"LINESTRING (103.9108485 1.4035157, 103.910928 1.4034522)",,,,,,
166,373096980,2274883199,0,635691794,False,Punggol Drive,residential,50,24.623,"LINESTRING (103.9108485 1.4035157, 103.9106667 1.4036422)",2,,,,,
167,373096980,2274882620,0,"[649396872, 476158180]",False,Edgefield Plains,residential,40,39.66,"LINESTRING (103.9108485 1.4035157, 103.9107513 1.4033859, 103.9106328 1.4032316)","['3', '4']",,,,,
168,373096988,373096990,0,75138965,False,Edgefield Plains,residential,40,15.65,"LINESTRING (103.9090336 1.4010187, 103.908953 1.4009033)",,,,,,
